,Age,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,IncomeInvested,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Gender_F,Gender_M,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,InvestmentDuration_Long-term,InvestmentDuration_Short-term,RiskTolerance_High,RiskTolerance_Low,RiskTolerance_Medium,Cluster
384,60,1110.825617,3,483.8798952,151.0720626,447.7961384,0.479585014,1,1,1,642,111157.6356,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
385,29,299.7279194,17,309.9765519,264.5243444,167.0036341,0.181138987,1,0,1,607,31595.59792,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
386,36,196.8687166,14,366.8126949,280.0338646,141.5379438,0.155016646,1,0,1,718,21841.23459,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
387,18,346.2222999,14,238.8215334,191.9257337,209.3276766,0.124267186,1,0,1,549,27484.74931,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
388,58,997.3022243,4,477.5645685,167.4479418,368.8740072,0.504145697,1,0,1,728,98066.68935,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
389,60,987.6323263,4,443.5073214,210.3194586,372.5589854,0.535262726,1,1,1,704,104712.4301,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
390,62,1033.159463,7,448.1334594,95.8356549,435.7269751,0.608639034,1,1,1,717,95430.25034,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
391,32,215.1515846,12,234.2257048,480.1461958,207.1579834,0.129452794,0,0,0,724,48940.84526,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2
392,25,272.3009084,14,191.0564504,478.8245288,271.9290884,0.197849044,0,1,1,789,39199.82081,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
393,35,380.4518246,14,259.9057688,458.3592534,278.100355,0.233166415,0,0,0,742,46811.13619,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
394,64,975.5667869,6,418.5337549,193.6364781,439.397913,0.435323369,1,0,0,732,102944.3117,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
395,37,992.7915128,5,275.3665967,144.5768403,190.1470146,0.362400855,1,1,0,475,37751.68464,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
396,35,300.8304343,15,206.4370301,448.9554525,224.0327279,0.219951474,0,1,1,711,41453.59662,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2
397,61,1062.846806,3,574.2362869,225.5815646,442.2085595,0.493282598,1,1,0,713,102732.1705,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
398,39,238.3897988,12,317.5188605,107.1789096,126.3124776,0.217653356,1,1,1,591,37309.38395,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
399,21,364.4290848,12,340.3885935,139.2836785,252.1380126,0.237879592,0,0,1,599,28424.89675,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
400,35,1017.14096,8,401.2394505,294.1156824,267.4518577,0.33772305,0,1,1,491,39694.67873,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
401,65,984.6808615,4,475.5762255,164.013583,440.3096288,0.476127489,1,1,1,712,103982.681,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
402,58,1036.967561,5,572.1079498,191.4161032,398.3771213,0.542198773,1,0,1,768,102672.7722,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
403,32,232.7069589,16,391.1662934,563.1506498,209.266657,0.084793541,1,0,0,677,41406.46108,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2
404,20,1007.255575,8,220.93883,281.7631563,227.2653323,0.418944926,1,1,1,627,42976.64081,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2
405,59,1099.176608,1,492.8518839,192.662497,481.2897117,0.502008653,1,1,1,675,99251.19714,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
406,35,341.7784546,12,307.6885943,497.7497655,286.5291936,0.115056872,1,1,0,685,33400.463,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
407,35,364.5734398,15,286.2727033,195.4901151,133.0341618,0.19569507,1,1,1,634,36659.52122,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
408,31,191.0185236,12,331.1791011,471.0344328,299.6734186,0.193078421,0,0,0,765,42064.86998,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
409,35,377.5231478,13,399.8548257,198.8334354,201.5415048,0.124872668,0,1,1,591,33634.09018,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
410,26,323.5908061,17,389.9958755,223.5852674,154.5974032,0.176611954,1,0,1,585,32241.84692,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
411,55,960.6826744,5,577.2922052,220.5193937,487.5562828,0.558722557,1,1,1,747,106668.5293,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
412,61,1049.54751,5,454.8085296,165.164977,438.0080696,0.541532084,1,1,1,780,95538.50604,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
413,35,319.3241111,15,241.2176852,486.0627018,181.5544148,0.218681829,0,0,0,708,42379.80789,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
414,53,1036.727656,5,517.5753917,191.0575171,470.2704824,0.449375033,1,1,0,713,91222.18776,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
415,31,272.7086396,18,335.8388709,430.917567,187.9536218,0.095005579,0,0,0,759,48926.24008,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
416,50,996.4260218,5,509.0441894,170.4918412,361.2726605,0.45434314,1,0,1,772,110346.4343,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
417,32,302.2472154,15,238.0874365,114.2533137,165.299614,0.162811572,1,1,0,645,29183.49805,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
418,35,1015.672748,3,341.0341404,207.3610593,194.5056465,0.358594506,0,0,0,532,43584.96999,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
419,52,994.0083421,2,434.1740792,109.1059841,402.2890685,0.46666766,0,1,0,722,96458.63467,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
420,39,1040.859468,4,310.9486871,208.2942201,212.178884,0.370139288,1,1,0,511,42940.43246,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
421,39,959.4556644,7,325.3555947,122.9705661,215.2831299,0.462137759,1,0,0,574,45449.11021,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
422,26,304.1871239,13,352.8578717,429.7892947,186.4300701,0.102822818,0,1,0,701,39168.94798,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
423,39,1019.318193,8,325.2914655,219.5089265,168.8063142,0.385106362,0,1,1,629,38089.56664,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
424,65,1030.181428,6,470.0309978,102.7289496,402.6049532,0.449441752,1,1,1,633,99366.66316,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
425,37,319.3712177,13,337.9891344,132.8687982,231.3696872,0.230578893,0,1,1,583,28088.00124,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
426,36,186.9516895,12,303.5111164,573.6705188,153.3454024,0.141977104,0,0,0,733,49149.304,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
427,25,278.355128,12,399.4732366,540.0548497,225.6759638,0.144045926,0,0,1,788,33202.07744,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
428,34,994.4874855,7,243.6511742,186.0595152,259.4044621,0.418342376,1,0,1,549,33088.8196,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
429,30,240.0908831,14,403.0253917,244.3558007,174.0773244,0.212366645,1,0,0,537,29853.23647,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
430,32,321.6424332,12,292.0620263,512.9914543,210.7486713,0.129137122,0,0,0,678,39817.06741,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
431,42,962.3851269,8,285.9901826,280.1318754,145.2870914,0.368967482,1,0,1,581,33009.04834,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
432,61,965.6023714,6,556.5442559,185.9130402,287.0282633,0.525295478,1,0,0,766,103347.4344,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
433,60,928.4082107,5,485.6475344,207.1827218,367.9642683,0.513708211,1,1,0,621,99715.71411,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
434,36,240.0100914,11,363.1113572,177.2374114,207.7291885,0.249770996,0,0,1,566,28422.9015,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
435,32,968.3961326,3,281.535758,274.5732689,262.0044892,0.452996655,1,0,0,505,36816.73606,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
436,35,324.311649,15,348.7432467,473.9213972,218.7065035,0.245024572,0,0,0,716,42082.08931,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2
437,33,307.3976216,13,353.5052917,450.2173313,143.5451316,0.21544396,1,1,0,812,35971.36738,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
438,30,999.7043266,2,228.805931,130.8546667,228.7446137,0.411913958,0,0,1,629,42493.40913,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
439,59,1009.353246,3,506.4599288,162.0039197,354.9330616,0.449018671,1,1,1,636,93326.97239,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
440,39,248.2009642,13,370.0506558,486.8674864,229.8393954,0.227996687,0,0,0,776,36009.30508,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
441,34,972.1319074,4,413.3131484,251.5959594,163.7963678,0.452206841,0,1,1,610,44227.11211,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2
442,36,302.0540964,14,373.723425,220.5176651,187.4793004,0.274063919,1,0,1,498,25523.93509,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
443,31,272.3279182,18,276.4866991,456.5903705,146.8567124,0.245356069,0,0,1,761,42733.04449,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
444,32,266.7896673,17,289.0139032,236.8643405,294.7382478,0.167538284,1,0,1,465,20254.04185,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
445,31,342.285217,15,300.1023732,210.2319093,163.5620331,0.17675416,1,1,1,587,19479.04232,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
446,51,1001.588837,5,504.7720257,91.59421341,391.1003383,0.575559273,1,1,0,680,100712.9038,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
447,67,973.3826618,9,442.8876643,161.6596356,416.5178901,0.439302834,1,1,1,694,105803.5937,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
448,35,281.7074775,15,360.1437573,520.5733098,187.9629941,0.258853825,0,0,0,798,47859.06957,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
449,53,938.0430941,2,525.3259736,252.0343917,419.0938221,0.489254028,1,0,1,774,101339.1971,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
450,34,967.1126453,6,416.9037503,216.7635546,127.4990588,0.545536307,0,0,0,559,43000.88712,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2
451,28,272.2994086,15,339.1634533,206.1885344,215.6226686,0.230879715,1,1,0,550,26370.77962,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
452,30,263.3913261,13,294.8833431,570.830653,300.6661971,0.141496581,0,0,0,735,40859.55015,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
453,60,1049.582713,8,574.8872324,237.8769258,400.85133,0.452329967,1,1,0,687,84734.51223,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
454,44,951.4351075,4,263.7343734,161.0267081,275.1509823,0.416133193,1,1,1,597,40196.50578,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
455,35,1059.428012,2,407.4252071,155.0915986,278.5621962,0.381134573,1,1,1,538,41714.03301,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
456,38,321.5781557,16,289.8630576,167.1413804,186.0250845,0.27577127,1,1,1,580,31714.86043,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
457,36,208.0069648,16,245.5165986,168.7914099,149.7528103,0.234541408,1,0,1,579,30555.50079,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
458,36,947.7340076,8,290.6299075,268.9702997,224.1983535,0.453474762,0,0,1,585,43710.58696,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
459,31,320.9042119,15,345.7301108,181.0745321,130.6861599,0.254148493,0,1,1,554,33649.33705,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
460,39,276.8760452,14,319.5467734,130.6601333,206.5587586,0.197429748,1,0,1,650,24509.54407,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
461,24,272.4199307,15,394.5054244,189.202111,249.3040951,0.23556537,1,0,0,508,27108.35498,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
462,64,981.2769195,4,613.0836591,262.4346043,416.4757805,0.557329355,1,1,1,652,96029.39644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
463,42,223.4219534,12,405.8050523,538.6680717,257.7774501,0.231882608,0,1,1,730,34064.54589,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
464,27,370.0616155,15,222.0568244,206.7667472,179.9978369,0.135802843,1,0,1,546,29539.45328,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
465,26,358.530604,15,211.4623684,167.1193088,118.6402389,0.188652065,1,1,1,556,30852.0236,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
466,20,345.0565298,13,309.7294204,255.6807909,160.8369627,0.187915152,1,1,0,672,22774.66554,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
467,26,240.1472989,13,392.2522383,187.6607654,281.6669338,0.233011161,1,0,0,673,35782.35675,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
468,32,305.3972079,18,293.8391453,149.6236594,229.3408968,0.163750662,0,1,1,687,26056.02187,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
469,35,1025.461784,6,222.1535454,169.2464867,162.218743,0.436788563,0,1,1,552,42688.66828,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
470,39,1044.206066,4,338.711397,209.128074,269.595274,0.372886449,0,0,1,529,42807.51029,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
471,33,303.6454884,14,395.6199519,221.8432377,211.4838562,0.187730624,1,0,0,559,35437.75966,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
472,59,977.456059,5,584.3813524,260.0827372,437.5056518,0.477606592,1,1,1,691,96678.14203,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
473,57,962.3928461,5,430.5292838,200.632413,393.7533492,0.426408781,1,1,1,736,98019.87956,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
474,62,989.4501515,2,501.9562269,194.7491161,493.29104,0.446758034,1,1,0,770,101500.0392,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
475,37,273.4893633,17,246.1540715,429.2174072,219.3997831,0.087555804,0,0,1,793,44385.43688,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
476,30,291.5178163,15,297.0038991,537.3492013,199.2361631,0.210900227,1,1,0,758,37703.63767,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
477,35,259.9559277,14,276.8563085,533.3375602,198.2361292,0.225891703,1,1,0,675,33676.84968,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
478,34,959.6973671,5,334.0396551,182.6864079,204.6022817,0.433032243,1,1,1,565,43484.47609,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
479,33,931.8082558,2,365.089604,122.5646367,175.9678372,0.359764053,0,0,1,536,35288.26856,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
480,59,981.5334746,6,511.9025344,221.2330318,382.6021872,0.587202948,1,1,1,804,92900.54028,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
481,36,383.9754903,14,285.3325145,587.8242724,216.449819,0.228041589,1,1,0,719,28419.31494,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
482,26,279.7512157,14,281.272397,201.1050846,238.2985528,0.23123784,1,1,1,585,28921.78435,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
483,30,321.3140925,13,406.0106485,538.4989318,174.6469632,0.196734571,0,1,1,759,39551.61828,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
484,31,278.1530538,12,348.8085311,238.8073295,187.517933,0.165015983,1,1,1,610,33034.27686,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
485,38,322.1609766,12,293.7047675,504.8746193,180.3483672,0.240275204,0,1,0,698,41914.51274,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
486,33,983.5953814,3,292.525708,318.6602007,135.5955118,0.384241102,0,1,1,547,35337.9052,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
487,25,970.5024177,6,322.0387209,223.2833507,179.6968275,0.47433702,0,1,1,551,37289.30565,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
488,32,1078.607734,7,318.4775402,243.7611704,109.829231,0.384876688,1,0,1,535,31934.68488,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
489,37,989.9660811,2,385.7996824,228.8640528,238.4867765,0.52713586,0,0,1,657,42378.7461,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
490,37,298.8679794,18,276.3850787,376.7660321,242.7595906,0.277660057,0,1,1,836,35374.93626,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
491,33,252.8872222,16,232.4435528,183.6368081,155.8478473,0.302890334,1,1,0,642,38783.78387,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2
492,24,1053.251098,8,358.7605833,188.9684914,204.0844478,0.337851026,1,0,0,484,39113.55049,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
493,26,319.52703,15,334.3893037,152.8204267,155.3416024,0.264445612,0,1,0,666,22901.34729,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
494,59,1022.591785,5,477.0080908,210.733241,402.3722713,0.541531253,1,1,1,628,107025.7125,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
495,28,305.135145,16,346.363907,123.314004,227.064528,0.205225084,1,1,1,599,36961.34699,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
496,32,235.4271475,14,258.5609138,541.9222346,176.3722673,0.217322587,0,0,0,768,44901.86771,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2
497,41,1020.833751,4,278.2519864,268.4560656,165.5219592,0.414976842,1,0,1,594,38496.06048,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
498,38,224.406578,14,430.0493514,572.8872169,289.2139543,0.203573744,0,1,0,841,34963.64645,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
499,28,245.4651662,18,235.1247922,157.4381829,209.3708839,0.269230779,1,1,1,562,19965.2101,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
500,34,398.2096346,14,306.2137666,518.1892578,189.5155795,0.241130606,1,0,0,804,32681.88676,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
501,31,319.7387452,14,350.8123329,226.558963,192.7521388,0.196746388,1,0,1,674,21430.24349,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
502,32,1033.402176,3,191.9183933,171.9760191,52.14000238,0.401407699,0,1,0,533,37486.94893,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
503,61,1066.417551,4,513.649621,248.0868278,392.2415652,0.548251729,0,1,1,803,100306.4869,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
504,21,394.6156203,14,311.9326429,219.5265451,211.2113088,0.216961542,1,0,1,570,42697.71177,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
505,42,1017.784434,2,283.8524744,200.4462373,195.4767866,0.412771801,1,0,1,494,37875.80444,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2
506,43,1090.870009,4,400.3929779,180.6063125,212.986559,0.440623501,0,1,1,675,37064.92388,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
507,26,360.0689826,14,244.1143155,511.8547729,98.98042337,0.227471926,0,1,0,768,46362.18132,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2
508,58,954.09282,3,515.4768802,108.6393957,347.9057076,0.484534986,1,1,0,683,97167.57275,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
509,22,294.7556184,14,323.0333683,137.5438722,188.6978176,0.172498044,1,0,1,625,39829.95589,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
510,33,1013.314187,5,229.9976574,232.5846612,201.6618131,0.439517421,0,0,0,527,38332.76697,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
511,32,298.9447881,15,254.0486689,193.8591186,157.8702451,0.305645677,0,1,1,618,34156.71046,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
512,19,387.7822844,13,318.679788,225.1902915,273.2013349,0.294115596,1,0,1,587,26167.0378,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
513,25,335.7656024,13,246.7600945,174.7548038,224.8624231,0.244473224,0,0,1,559,30323.05013,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
514,60,1046.055393,4,553.9619441,306.681906,335.0372901,0.419761143,1,1,1,734,100352.2471,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
515,36,1019.324814,6,287.9981216,194.7439821,133.5621448,0.390145544,0,0,1,634,37654.98514,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
516,38,277.1135987,14,268.9774591,365.840288,253.9773552,0.288427859,1,1,0,775,44138.76487,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2
517,34,293.8424803,15,356.477593,185.8465232,159.6680548,0.14007573,1,1,1,537,20643.95055,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
518,34,1006.157758,8,396.827289,188.507767,217.6261091,0.460041783,1,0,1,541,43414.94119,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
519,30,887.3837695,7,298.7096263,204.15594,206.9794654,0.457601193,1,1,1,492,38393.27058,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2
520,52,1062.631889,2,456.3014325,102.2607568,437.6051731,0.466640316,1,1,0,785,92018.12946,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
521,36,254.9733411,14,270.7446702,487.6318159,263.9004234,0.151351807,0,1,0,683,30606.10097,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
522,52,930.8844958,3,402.4056013,222.5721082,410.1554135,0.47924774,0,1,1,782,100381.5478,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
523,60,994.7100147,6,540.1796866,161.0821477,434.8172607,0.470021546,1,1,0,699,102674.0655,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
524,23,272.9693084,14,288.8424107,127.2388205,181.5865295,0.255620513,1,1,1,556,29166.42588,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
525,34,1059.834465,3,277.4012065,138.884194,155.2699051,0.449051033,0,1,1,499,41138.71256,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
526,36,917.1421555,7,379.297097,260.6411338,175.0291151,0.488680863,1,1,1,510,33142.10451,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
527,27,368.7430188,14,213.0614709,533.2879825,201.8778672,0.171095798,0,0,0,824,47150.43323,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
528,26,1022.249603,7,385.5755925,191.5359321,193.369703,0.422201632,0,0,0,586,35200.49484,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
529,27,328.923128,13,271.5032546,493.0823409,162.4513052,0.244226666,0,0,0,679,40490.12798,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
530,26,877.439698,5,272.6805549,165.0518949,252.5562876,0.38712829,0,0,1,538,42631.86928,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
531,51,1081.376662,7,492.6127343,137.6491353,313.5781058,0.432193946,1,1,1,724,98533.18659,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
532,31,241.1121638,17,367.5046518,217.1086498,219.3912713,0.151578673,1,1,1,641,22182.0212,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
533,31,298.0951803,16,336.9843232,194.6313182,280.5145885,0.302251123,1,0,1,584,33830.88463,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
534,60,946.0955411,8,450.6638307,207.3379882,420.5864051,0.544010235,1,0,1,578,97794.48168,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
535,31,297.8750328,12,398.0555099,196.1233125,266.8836233,0.180906962,1,0,1,523,26185.01612,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
536,42,940.734791,7,247.2835598,167.3905536,235.5094651,0.383777692,0,1,1,587,37828.19766,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
537,33,276.6303594,13,275.5831435,459.6654344,191.4562869,0.124605412,0,1,0,706,51233.33206,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
538,51,1073.860169,3,509.1363765,226.6944857,414.5520947,0.469409512,0,1,1,695,100945.0134,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
539,60,1012.642488,4,548.5563577,200.539414,397.5427434,0.49201807,1,1,1,764,103663.1234,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
540,25,265.3896511,12,293.1190257,205.5684582,300.5169372,0.199351293,0,1,1,700,24801.37425,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
541,61,1039.829134,4,573.5309889,212.5998311,369.4949504,0.581713121,1,1,1,682,106847.9079,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
542,26,266.6830094,19,311.9239105,213.5932314,82.88285467,0.163774921,1,0,1,530,30807.74507,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
