,CustomerID,Age,Gender,Occupation,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,PreferredInvestmentType,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Invest_class,Spend_class
1157,3973,38,M,Teacher,1041.526131,2,330.6006978,200.1733667,232.6636713,Bonds,0.377087207,Long-term,Medium,True,True,True,539,41673.60045,1,0
1158,950,62,F,Lawyer,1026.699606,4,494.7058608,199.6365524,481.1319019,Real Estate,0.603569712,Long-term,High,True,True,True,707,95803.17987,0,1
1159,795,61,F,Engineer,977.8340722,3,446.8079666,104.9425422,543.7960025,Stocks,0.574973193,Long-term,Low,True,True,True,700,106149.5802,0,1
1160,32,62,M,Lawyer,969.0341062,5,445.3127399,171.8731482,463.8692586,Stocks,0.450646941,Long-term,Medium,True,True,True,571,102037.9437,0,1
1161,3102,35,M,Nurse,1044.260969,9,317.5498686,252.785687,149.828776,Mutual Funds,0.433812821,Long-term,Low,True,True,True,570,48254.22756,1,0
1162,693,67,M,Doctor,1060.283375,5,529.7885597,193.3181533,366.6551752,Stocks,0.458653334,Short-term,Medium,True,False,True,780,98692.16329,0,1
1163,1343,23,F,Clerk,269.3144206,13,357.1465143,300.8978707,244.1734495,Mutual Funds,0.183347704,Long-term,Low,False,True,True,561,32343.79908,2,2
1164,1840,31,M,Teacher,329.8967871,13,356.7432138,164.3655379,257.3279637,Bonds,0.209995979,Short-term,Low,True,True,True,617,24961.28246,2,2
1165,2111,30,F,Clerk,298.8078805,12,371.8689268,536.6527268,194.6540738,Real Estate,0.140850733,Short-term,High,True,False,False,766,37394.67364,1,0
1166,1362,34,F,Teacher,302.1032602,15,281.615035,109.5830548,211.7376717,Bonds,0.25450927,Long-term,High,True,False,False,560,22600.84343,2,2
1167,1654,30,F,Nurse,313.4671098,18,385.7918619,246.3634542,192.4008274,Mutual Funds,0.172313557,Long-term,Low,True,False,True,556,25911.7428,2,2
1168,490,62,F,Doctor,1022.721223,6,458.4992149,61.78127748,436.0650384,Real Estate,0.51461432,Long-term,High,True,True,False,662,102720.6773,0,1
1169,946,61,F,Engineer,937.4779328,4,471.5498896,148.5819813,417.2128097,Stocks,0.539897357,Long-term,Medium,True,True,False,684,99799.41676,0,1
1170,477,57,F,Engineer,1030.93222,6,561.3163423,228.9168625,342.5547282,Real Estate,0.461558925,Long-term,Medium,True,True,True,708,88339.24064,0,1
1171,2721,26,M,Nurse,300.2189174,14,304.276819,505.6110052,173.4819592,Real Estate,0.216464997,Short-term,Medium,False,False,False,706,34283.19892,2,2
1172,3549,40,M,Nurse,1012.347078,5,312.4026218,174.3936125,225.625052,Bonds,0.378075143,Long-term,Low,True,False,True,553,47464.81249,1,0
1173,2505,29,F,Nurse,338.557019,19,339.4465882,432.9757478,151.1605278,Real Estate,0.126828421,Short-term,Low,False,True,False,697,43168.85845,1,0
1174,3862,34,F,Clerk,959.31533,3,330.1491602,274.7436024,176.7753073,Mutual Funds,0.346268177,Long-term,High,True,False,True,473,37725.22408,1,0
1175,419,63,M,Engineer,1004.747397,7,503.0551188,175.8156481,447.0205521,Stocks,0.420051325,Long-term,Medium,False,True,True,698,97685.31667,0,1
1176,796,63,M,Lawyer,939.3379492,5,530.5227967,187.7599445,442.8401647,Real Estate,0.540224003,Long-term,Medium,False,True,True,876,95996.83949,0,1
1177,3501,37,F,Teacher,911.6178139,4,465.4532591,248.3945193,275.9793549,Mutual Funds,0.361014196,Short-term,Medium,True,False,True,450,44758.36114,1,0
1178,2726,37,M,Clerk,269.3067109,13,344.1686186,612.8766539,174.6565889,Stocks,0.252119227,Short-term,High,True,True,False,699,47511.94237,1,0
1179,629,51,M,Lawyer,996.3970716,3,445.9810012,241.0894043,460.3348292,Real Estate,0.493405926,Long-term,Low,False,False,True,750,82930.97247,0,1
1180,2575,43,F,Nurse,337.2512962,15,268.4550248,500.4601301,228.5500326,Stocks,0.223818295,Short-term,High,False,False,False,731,41488.00557,1,0
1181,3805,29,M,Teacher,970.6612231,2,276.4727398,226.8198452,171.0153839,Mutual Funds,0.372685861,Long-term,Low,False,False,True,523,35311.30582,2,2
1182,1067,36,F,Nurse,252.2466036,16,221.625209,221.2196907,131.5214742,Mutual Funds,0.164029971,Long-term,Low,True,True,False,628,25463.44193,2,2
1183,2006,34,M,Teacher,212.3770952,14,243.7835072,502.9997235,146.8382538,Real Estate,0.24737932,Long-term,High,True,False,False,717,37492.4162,1,0
1184,1754,16,M,Nurse,289.0018416,16,368.9018978,126.6026859,179.5945152,Bonds,0.265716022,Long-term,Low,True,True,True,658,27252.76555,2,2
1185,449,65,M,Doctor,974.6594361,1,477.1312603,135.1672499,353.1477238,Real Estate,0.531287054,Long-term,Medium,True,True,False,663,99485.58282,0,1
1186,1047,38,M,Teacher,402.8854974,10,364.8418894,203.5405513,127.8739779,Bonds,0.157159904,Long-term,High,True,True,True,610,25610.4479,2,2
1187,2594,35,M,Teacher,333.3387656,15,304.4824541,558.1133038,218.8214493,Real Estate,0.189939618,Short-term,High,False,False,False,742,36530.5858,1,0
1188,2347,30,F,Clerk,352.385524,11,257.9741964,530.6462495,97.51146042,Real Estate,0.150076161,Long-term,High,False,True,False,811,45689.75194,1,0
1189,1887,25,F,Teacher,313.8953944,16,307.071568,183.48861,281.7228033,Bonds,0.193927695,Long-term,Low,True,True,True,568,28726.76722,2,2
1190,1276,34,F,Nurse,270.7974661,13,284.0346041,228.4747938,174.0032285,Bonds,0.290725412,Long-term,Low,False,True,True,631,39694.02589,1,0
1191,514,53,F,Engineer,1015.902608,4,497.942259,138.7976762,310.8038131,Stocks,0.443584671,Short-term,Medium,False,True,True,691,108542.1145,0,1
1192,3940,40,M,Nurse,953.7908774,6,309.7553069,318.8826575,188.2533412,Bonds,0.299106628,Long-term,Low,True,True,False,482,36481.29554,1,0
1193,2899,33,M,Nurse,272.0853226,15,349.1984288,473.7917425,258.8956018,Real Estate,0.201414489,Short-term,High,False,True,False,763,45549.51221,1,0
1194,3860,28,F,Teacher,1061.741829,6,267.9140735,234.5507313,299.8709466,Mutual Funds,0.384136109,Long-term,Low,True,False,True,590,28513.28872,2,2
1195,2224,37,M,Clerk,379.8867685,11,359.5826989,408.6624723,196.3290865,Stocks,0.2777894,Short-term,Medium,False,True,False,710,43538.59029,1,0
1196,1621,34,M,Nurse,332.4673612,11,228.9105385,203.6053861,95.97926451,Mutual Funds,0.262796226,Long-term,Medium,True,False,True,709,29404.66485,2,2
1197,3047,38,M,Teacher,978.234157,5,303.0139484,239.7087296,194.2939428,Bonds,0.370673965,Long-term,Low,False,False,True,436,47972.43734,1,0
1198,831,60,M,Engineer,984.0572692,7,444.7059547,238.900736,403.9210699,Real Estate,0.478585187,Long-term,High,True,False,False,725,97322.89519,0,1
1199,3308,34,M,Clerk,931.4587272,5,221.9263835,174.0901981,248.5112844,Mutual Funds,0.346012265,Long-term,Low,True,False,True,516,36404.16304,1,0
1200,1580,28,M,Nurse,253.7334701,16,310.4987916,180.3789527,204.7194466,Mutual Funds,0.199497329,Long-term,Low,True,True,True,589,34627.78366,2,2
1201,1032,28,M,Teacher,255.2449657,15,294.5325426,188.0860804,139.1407359,Mutual Funds,0.202799836,Short-term,Low,True,True,True,662,37015.18207,1,0
1202,3986,28,M,Clerk,1105.298483,6,301.1683998,222.9020432,157.9900268,Bonds,0.387545013,Long-term,Low,False,True,True,570,29282.70576,2,2
1203,3460,36,M,Clerk,919.918774,5,260.2856034,251.0721726,138.8324297,Mutual Funds,0.3846303,Long-term,Medium,True,False,True,563,35462.73314,2,2
1204,1176,30,F,Nurse,243.759955,14,289.4444421,244.3800906,251.0406633,Bonds,0.213751624,Long-term,Low,True,True,True,576,17984.5538,2,2
1205,1748,27,M,Nurse,281.9725685,17,291.0043409,323.7291034,184.8556766,Mutual Funds,0.237194714,Long-term,Low,True,True,True,687,28370.34843,2,2
1206,2067,36,M,Nurse,300.4950822,10,304.2974594,508.1611803,220.473385,Stocks,0.175964154,Short-term,High,True,True,False,793,42061.22682,1,0
1207,60,56,M,Engineer,981.1229032,2,498.6206897,176.976381,323.6884019,Stocks,0.428405295,Long-term,Medium,True,False,False,777,93461.74857,0,1
1208,1244,24,F,Nurse,356.6165364,11,309.9005877,109.0775,144.5675376,Bonds,0.120389196,Long-term,Low,True,True,True,602,36678.62133,1,0
1209,3134,30,M,Teacher,1020.021233,3,288.7866909,279.835499,126.5351632,Mutual Funds,0.501434433,Long-term,Low,True,True,True,592,37753.33239,1,0
1210,3205,37,M,Teacher,1016.167073,2,425.1350226,246.2369096,103.115842,Bonds,0.385604727,Long-term,Medium,True,True,True,604,38865.77981,1,0
1211,1269,30,F,Clerk,318.7754097,16,255.3703288,244.8925153,128.4811645,Bonds,0.166322571,Long-term,Low,False,True,True,558,33941.41657,2,2
1212,1435,27,M,Clerk,304.1597464,17,322.143454,267.8492806,173.1032273,Bonds,0.170790268,Short-term,Medium,True,True,False,550,28166.01397,2,2
1213,1346,21,F,Teacher,322.4832124,16,316.3575244,194.5846413,278.337567,Mutual Funds,0.251258094,Long-term,Low,True,True,False,567,35733.19653,2,2
1214,2175,33,F,Clerk,275.4660469,13,327.1989219,474.2110871,246.8422225,Real Estate,0.222856924,Long-term,High,False,False,False,778,42506.79219,1,0
1215,3339,44,M,Nurse,975.5298487,6,256.7141889,201.4754358,256.8733544,Bonds,0.474813976,Long-term,Low,True,False,True,621,43665.51085,1,0
1216,2435,37,M,Clerk,352.4106519,13,347.8801475,542.4097013,116.6635434,Real Estate,0.211908874,Short-term,High,False,True,False,754,41025.75117,1,0
1217,2658,35,M,Clerk,345.3503444,11,291.6708064,449.8491041,189.1728186,Real Estate,0.23819254,Short-term,High,True,True,False,729,38881.3518,1,0
1218,1900,40,F,Teacher,342.7583735,16,335.2986631,248.626394,107.6147423,Mutual Funds,0.283541795,Long-term,Low,False,True,True,498,19575.05309,2,2
1219,2545,29,F,Clerk,318.3395332,11,311.2648605,496.2782652,170.9717754,Stocks,0.188542889,Short-term,High,False,True,False,755,35171.75017,2,2
1220,269,62,F,Doctor,966.9534041,3,446.4553961,240.3268492,431.6770975,Stocks,0.495843881,Long-term,Medium,True,False,True,678,102141.3199,0,1
1221,3563,34,M,Teacher,1018.812869,3,250.5600915,219.1095453,292.0218869,Mutual Funds,0.442322135,Long-term,High,True,False,True,513,42266.43826,1,0
1222,864,59,M,Lawyer,990.0111442,8,509.4600015,237.6795152,475.4514157,Real Estate,0.503538464,Long-term,Medium,True,False,True,730,94180.10204,0,1
1223,3033,31,M,Clerk,985.6467343,5,410.7126571,233.948836,190.9460417,Bonds,0.410563306,Short-term,Low,False,True,False,591,37570.06018,1,0
1224,373,53,M,Doctor,1014.376794,3,464.4021209,229.1255009,455.8103053,Real Estate,0.556985527,Long-term,High,False,False,True,658,98317.51377,0,1
1225,558,59,F,Lawyer,961.4681029,7,522.7664717,203.7728672,373.7586238,Stocks,0.489783634,Short-term,Medium,True,True,True,718,105708.4776,0,1
1226,395,65,M,Engineer,940.5473178,3,559.5779855,182.9460977,436.6350287,Real Estate,0.504335352,Long-term,Medium,True,True,True,821,99870.62991,0,1
1227,3327,36,M,Nurse,998.7787112,6,344.3742144,199.4838062,208.3756435,Bonds,0.436292773,Long-term,Low,True,True,True,461,38122.6725,1,0
1228,3916,40,M,Teacher,958.4511885,7,198.4595751,141.5070525,204.9395476,Mutual Funds,0.378701765,Short-term,Low,True,False,True,491,36267.36731,1,0
1229,2657,39,F,Clerk,240.7099287,12,251.5824149,577.8881834,214.4748455,Stocks,0.136370888,Short-term,High,False,True,False,847,41472.44613,1,0
1230,589,68,M,Doctor,993.9247865,4,517.4805658,290.4276805,423.885675,Stocks,0.562306136,Short-term,Medium,False,True,True,751,91310.46306,0,1
1231,623,59,M,Engineer,1038.804244,9,504.1243959,141.0836074,432.526754,Stocks,0.526850431,Long-term,Medium,False,True,True,698,101310.7149,0,1
1232,3804,42,F,Teacher,1026.196962,5,295.4259069,188.0238258,183.6955417,Bonds,0.372709325,Long-term,Low,False,False,True,435,47414.2296,1,0
1233,3591,33,F,Nurse,1041.047537,2,218.130209,199.6973775,354.1295251,Mutual Funds,0.34392188,Short-term,Medium,True,True,False,473,38574.23902,1,0
1234,2125,36,F,Nurse,313.7187176,16,384.6492574,514.2992342,203.6048325,Stocks,0.24068498,Short-term,Medium,False,True,False,789,38447.28376,1,0
1235,3578,27,M,Nurse,968.2035866,6,280.3284538,223.982446,177.5016988,Bonds,0.388133707,Long-term,Low,False,True,False,541,46994.14196,1,0
1236,407,66,M,Lawyer,1005.513749,3,447.2079268,222.3257927,332.5023829,Stocks,0.47386353,Long-term,High,False,False,False,682,102032.8425,0,1
1237,423,64,M,Doctor,1017.581768,6,579.0710227,169.4445547,388.0549067,Real Estate,0.498231909,Long-term,Low,True,True,True,686,95074.06753,0,1
1238,980,59,M,Lawyer,984.8137778,7,513.2567343,183.1710678,400.9914564,Real Estate,0.517236128,Long-term,Medium,True,True,False,668,94972.91993,0,1
1239,2891,35,F,Clerk,340.4572925,12,336.7397586,434.5434035,225.9544688,Stocks,0.255817634,Short-term,Medium,False,False,False,859,35785.03759,2,2
1240,3127,29,M,Nurse,988.9958527,2,270.9785927,220.1499526,220.4762117,Bonds,0.358110454,Long-term,Medium,True,True,True,511,26420.58833,2,2
1241,1262,19,M,Teacher,314.1258075,13,214.7254878,136.5994416,185.8022959,Bonds,0.24613143,Long-term,Medium,True,False,True,602,27003.09753,2,2
1242,2137,43,M,Clerk,246.4697046,14,298.6360396,419.4848924,203.2762667,Stocks,0.207716245,Short-term,High,False,True,False,845,42205.32681,1,0
1243,2100,34,M,Teacher,292.872442,13,349.2869591,455.4656882,270.9235528,Stocks,0.216810254,Short-term,High,False,False,False,724,36267.49418,1,0
1244,2863,40,M,Teacher,325.8110812,18,356.2894412,484.0445538,207.2980124,Real Estate,0.142739573,Short-term,High,True,True,False,856,37625.20479,1,0
1245,2149,31,F,Nurse,344.6431543,15,301.9793941,547.8527181,133.7882135,Real Estate,0.278660898,Short-term,High,True,False,False,641,46198.21657,1,0
1246,3535,35,F,Clerk,1055.613082,5,197.4633947,201.4008338,171.2208584,Bonds,0.38840743,Long-term,Low,True,True,True,520,36455.39235,1,0
1247,1577,37,M,Clerk,411.9894579,11,313.4379684,228.58199,224.9732211,Mutual Funds,0.119351921,Long-term,Low,True,False,False,629,28775.71855,2,2
1248,2668,25,F,Clerk,239.2190079,12,308.7970881,487.3711518,236.3161828,Stocks,0.20716555,Long-term,Medium,False,True,False,713,39002.8343,1,0
1249,1392,26,M,Teacher,302.130257,18,282.3790941,261.8950422,255.9035348,Mutual Funds,0.268437192,Long-term,Low,True,True,False,586,28131.96614,2,2
1250,698,63,M,Engineer,958.2950236,5,524.542074,162.6355457,370.4321321,Stocks,0.525848891,Long-term,Medium,True,True,False,692,97473.14446,0,1
1251,2119,36,M,Clerk,238.623921,14,333.7148712,452.8938648,231.1940051,Stocks,0.167613738,Short-term,High,False,True,False,777,45538.55678,1,0
1252,354,67,F,Lawyer,1119.257351,5,503.7248496,266.3278651,384.1275937,Stocks,0.444207282,Long-term,Low,True,True,False,631,98181.01539,0,1
1253,3784,37,M,Nurse,1099.517642,2,307.3018036,217.3756091,251.273897,Mutual Funds,0.429823444,Long-term,Medium,False,False,True,546,47463.64968,1,0
1254,668,62,M,Doctor,977.0531085,7,467.5413155,190.3989594,324.7598754,Stocks,0.484448746,Long-term,Medium,True,True,True,651,99102.08721,0,1
1255,274,50,M,Lawyer,1003.912061,6,395.1482169,201.6963731,328.0767548,Real Estate,0.451428068,Long-term,Medium,True,True,True,659,94430.62679,0,1
1256,58,58,M,Lawyer,1010.071063,6,515.3460418,105.2123716,410.8433864,Stocks,0.535258838,Long-term,Low,True,True,False,631,107195.7121,0,1
1257,1504,32,M,Clerk,263.4407189,16,294.3482919,305.6348961,305.7034428,Mutual Funds,0.180145561,Short-term,Low,True,False,True,558,33823.95464,2,2
1258,429,53,M,Lawyer,925.4136325,4,533.0740336,222.8298022,309.8572759,Real Estate,0.515536486,Long-term,High,True,True,True,674,98899.92091,0,1
1259,521,50,M,Engineer,1002.808226,2,431.260011,227.0898084,359.9319456,Stocks,0.397401297,Long-term,Medium,True,True,False,751,99331.1276,0,1
1260,3377,35,M,Nurse,1091.610541,5,347.1173529,159.0111949,240.9562677,Mutual Funds,0.419343344,Long-term,Low,False,True,False,468,32978.823,2,2
1261,956,54,M,Engineer,975.6470326,5,538.5376998,187.1955483,438.433531,Stocks,0.456799904,Long-term,Medium,True,False,True,710,109481.1942,0,1
1262,888,57,F,Doctor,988.1395205,8,579.4649885,140.6154823,477.0601531,Stocks,0.344224916,Short-term,Medium,True,False,True,728,90416.02244,0,1
1263,378,59,M,Lawyer,921.3772689,1,487.7497425,134.2954733,479.2907889,Real Estate,0.460392922,Long-term,Medium,True,True,True,730,104379.7475,0,1
1264,2433,32,F,Nurse,311.3087741,14,254.4357838,534.7859906,161.5249475,Stocks,0.20316135,Long-term,High,False,True,False,803,40854.24285,1,0
1265,345,59,M,Lawyer,1037.527162,3,499.8035214,236.0129691,447.9146009,Real Estate,0.501733016,Short-term,Medium,True,True,False,779,96670.02238,0,1
1266,516,56,F,Lawyer,879.6141613,3,478.8998864,226.4436636,414.3585778,Stocks,0.574018235,Short-term,Medium,True,False,True,616,92403.19111,0,1
1267,164,64,F,Lawyer,1136.08116,4,517.6638788,254.0199507,426.8824161,Stocks,0.507233479,Long-term,Low,True,True,True,618,100016.6724,0,1
1268,2729,33,F,Teacher,317.2334648,15,313.1755923,640.3071316,165.3662659,Real Estate,0.206196827,Short-term,Low,False,False,True,679,39594.21104,1,0
1269,1181,25,M,Teacher,257.1171174,18,335.778564,247.0938279,138.3584206,Bonds,0.200829222,Long-term,Medium,False,True,True,555,31013.56504,2,2
1270,3697,42,F,Clerk,991.5258425,5,247.890879,229.8578714,242.0273231,Bonds,0.432312912,Long-term,Low,True,False,True,671,36818.64026,1,0
1271,2768,33,F,Teacher,299.2847345,14,303.0436096,507.1454216,167.9252196,Real Estate,0.196192811,Short-term,High,True,True,False,754,41980.12976,1,0
1272,3195,33,F,Nurse,978.8275751,4,284.317933,81.62138469,184.0626563,Mutual Funds,0.383544257,Long-term,Low,False,True,False,579,46297.63648,1,0
1273,1365,26,F,Clerk,337.7813566,16,249.8196792,251.6869458,129.6325018,Mutual Funds,0.216470119,Long-term,High,True,True,True,664,37502.41364,1,0
1274,299,52,M,Lawyer,1039.453137,4,623.4428229,143.1785036,310.0572614,Stocks,0.538891075,Long-term,Medium,False,True,True,579,97967.44246,0,1
1275,2034,35,M,Clerk,370.2673592,12,321.3943558,483.9790491,235.4021157,Stocks,0.098143337,Short-term,Medium,False,True,False,827,48994.97478,1,0
1276,622,58,M,Lawyer,1000.339169,6,390.6215292,177.0603323,455.1119393,Stocks,0.511929011,Long-term,High,True,False,True,725,99835.24343,0,1
1277,2893,41,M,Clerk,268.8917192,15,281.9031727,449.6315935,152.3265108,Real Estate,0.168868319,Short-term,High,False,False,False,755,50280.13743,1,0
1278,807,56,M,Engineer,1025.267581,2,488.3285218,177.7029206,448.5184347,Stocks,0.504808472,Long-term,Medium,False,True,True,716,104612.0102,0,1
1279,410,53,M,Lawyer,964.6398444,0,459.2557,212.1916366,380.7346301,Stocks,0.470624912,Long-term,Medium,True,False,True,680,105643.3983,0,1
1280,3213,32,F,Clerk,1001.241385,4,294.7682271,129.6735032,199.0115681,Bonds,0.373682196,Long-term,Low,True,False,True,469,33935.57269,2,2
1281,1718,16,F,Nurse,258.7387435,15,251.8531559,208.507006,175.158714,Mutual Funds,0.196764809,Long-term,Low,True,True,True,643,21589.92919,2,2
1282,376,66,M,Lawyer,1008.118135,5,466.578029,133.9975498,411.788217,Real Estate,0.494014825,Long-term,High,True,False,True,684,100922.2024,0,1
1283,1857,34,M,Clerk,290.5493217,17,237.376097,269.3440893,118.5301877,Mutual Funds,0.253175789,Long-term,Low,True,False,True,599,27255.75211,2,2
1284,2109,33,M,Nurse,328.2164594,15,340.4149098,493.2547221,222.811899,Stocks,0.208351493,Short-term,High,False,True,True,737,29084.85319,2,2
1285,1553,41,M,Clerk,355.8839854,15,330.2326473,152.4384711,166.8998924,Mutual Funds,0.270290914,Long-term,Low,False,True,True,498,30645.6089,2,2
1286,3518,37,M,Clerk,1043.760551,6,294.4357303,183.4029296,206.0034622,Mutual Funds,0.367180613,Long-term,Low,True,True,True,519,41121.98104,1,0
1287,3967,34,F,Nurse,958.1111573,5,382.6437818,122.9257583,278.4451581,Bonds,0.375619569,Long-term,Low,False,True,True,637,46162.21484,1,0
1288,802,63,F,Doctor,985.7592487,4,501.8659869,259.4228113,377.5355803,Stocks,0.583085627,Long-term,Medium,False,True,True,575,112917.9371,0,1
1289,1391,34,F,Teacher,261.2264054,14,314.0938519,170.7248314,251.8631709,Mutual Funds,0.194942116,Long-term,Low,True,True,True,637,29213.73759,2,2
1290,184,68,F,Engineer,997.4067527,4,454.5530768,210.8844475,457.1047609,Stocks,0.532967084,Long-term,Medium,True,True,True,668,102232.5206,0,1
1291,3780,30,F,Nurse,1014.97624,7,342.67037,182.4306672,103.0255444,Mutual Funds,0.410134382,Long-term,Medium,True,False,True,559,38969.71905,1,0
1292,1016,21,F,Nurse,322.4246933,13,296.5664099,203.0556835,190.5094582,Mutual Funds,0.205071313,Long-term,Medium,False,True,True,617,28872.64254,2,2
1293,3683,38,F,Teacher,964.7596659,6,287.72878,260.7691029,248.1804867,Bonds,0.406156476,Long-term,Low,False,True,True,535,42120.28555,1,0
1294,1316,34,M,Nurse,312.0926931,16,261.6142994,105.8575666,202.79804,Mutual Funds,0.195535141,Long-term,Medium,False,True,False,623,34544.93772,2,2
1295,817,56,M,Doctor,924.6123781,0,523.2136406,154.7167079,449.7171779,Stocks,0.526026489,Long-term,Medium,False,True,True,678,101637.6829,0,1
1296,2162,36,M,Clerk,296.7391076,15,392.0848003,440.0680373,296.2466614,Real Estate,0.176114255,Short-term,High,False,False,False,813,36994.23972,1,0
1297,920,58,M,Doctor,1030.036502,4,575.3981478,240.0832526,375.1697502,Real Estate,0.552329805,Long-term,Medium,False,True,True,691,95465.25491,0,1
1298,2196,33,M,Teacher,176.4279329,15,305.105577,545.127688,207.3300648,Real Estate,0.179326626,Short-term,Medium,True,False,True,679,55031.82051,1,0
1299,3382,36,F,Clerk,1027.016212,4,372.0860739,191.8065142,218.2324222,Mutual Funds,0.428762356,Long-term,High,False,False,True,625,35653.60493,2,2
1300,2789,43,F,Nurse,362.8999838,10,409.3019171,419.9397234,247.1605122,Real Estate,0.235286598,Short-term,Medium,False,False,False,761,46124.22192,1,0
1301,720,56,F,Lawyer,981.3729714,7,533.2230636,224.5863769,383.370462,Stocks,0.513008942,Long-term,Medium,False,False,True,695,103017.5176,0,1
1302,862,66,M,Lawyer,930.284923,5,480.886577,118.2366696,394.221458,Real Estate,0.58445582,Short-term,Medium,True,False,True,680,91238.05168,0,1
1303,583,60,M,Engineer,1021.66325,4,492.3474853,179.0814091,335.0812504,Real Estate,0.473922082,Long-term,Medium,True,True,False,711,103531.5249,0,1
1304,2828,36,M,Teacher,315.6634278,15,378.0952726,538.3933949,285.4314944,Real Estate,0.218199693,Short-term,High,False,False,False,754,42995.06216,1,0
1305,357,57,M,Engineer,1037.12863,8,487.4205728,103.3609627,410.8045457,Real Estate,0.428844841,Short-term,Medium,False,False,True,655,96291.99121,0,1
1306,1340,38,F,Clerk,315.5501019,14,275.4143454,191.2337336,223.3652391,Bonds,0.244575771,Long-term,Medium,True,True,True,512,20088.39559,2,2
1307,3554,31,M,Teacher,957.3838236,2,233.1892994,217.6852379,214.9368696,Bonds,0.474042493,Short-term,Low,False,False,True,528,39225.73984,1,0
1308,1741,24,F,Teacher,275.4013011,16,357.7157805,186.6159618,191.9541775,Mutual Funds,0.214052381,Long-term,Low,False,True,False,558,29746.04537,2,2
1309,1882,27,M,Nurse,226.3084407,12,267.5968037,193.5188238,232.9593403,Bonds,0.218439024,Long-term,Low,True,False,True,556,27192.67485,2,2
1310,3649,30,M,Nurse,1068.151962,6,220.2765778,176.1783348,216.309698,Bonds,0.301659609,Long-term,Low,False,False,False,580,42810.09553,1,0
1311,2488,36,M,Teacher,359.1356204,16,293.3959533,482.9560759,139.1535067,Real Estate,0.281504152,Long-term,High,False,False,False,728,40376.37204,1,0
1312,3484,35,F,Clerk,998.2208984,5,351.7407484,173.7792348,180.5086163,Mutual Funds,0.407361451,Long-term,Low,False,False,True,537,41495.12178,1,0
1313,432,60,F,Lawyer,962.1568855,5,519.0347962,338.5064266,443.2393801,Real Estate,0.554623837,Long-term,High,True,True,False,699,106145.5066,0,1
1314,221,58,M,Doctor,977.1140477,3,527.89257,122.9398173,460.6210132,Stocks,0.497921745,Long-term,High,True,True,False,706,97743.48834,0,1
1315,400,52,F,Lawyer,976.2541211,5,489.1560283,181.3039475,415.0856948,Stocks,0.432627857,Long-term,Medium,True,True,True,643,100482.0896,0,1
1316,738,53,F,Lawyer,1006.235726,4,541.8640039,303.0857776,410.5323563,Real Estate,0.62973323,Long-term,Medium,True,True,True,702,107177.7357,0,1
1317,1886,31,F,Nurse,245.1205574,13,302.0009889,229.5215376,191.344202,Mutual Funds,0.191853461,Long-term,Low,True,False,True,658,42713.94501,1,0
1318,3511,35,F,Nurse,991.6584662,5,370.5784994,190.5845479,209.0082981,Bonds,0.367099306,Long-term,Medium,True,False,True,535,36026.34286,2,2
1319,2421,38,M,Clerk,270.0880572,16,276.4726388,447.4429543,303.2474829,Real Estate,0.171540748,Short-term,High,True,False,False,787,36277.17842,1,0
1320,3993,35,M,Teacher,963.1984192,3,301.5916741,234.822111,312.5538062,Bonds,0.390149007,Short-term,High,False,False,True,409,47198.40769,1,0
1321,2550,39,M,Nurse,303.7071936,15,283.8987203,490.8559005,185.882987,Real Estate,0.195696333,Short-term,High,True,True,False,737,32170.65953,2,2
1322,3463,43,M,Clerk,996.5695313,4,278.6591882,179.4195795,252.9844735,Mutual Funds,0.356495354,Long-term,Medium,True,True,True,565,43220.10567,1,0
1323,92,60,M,Engineer,995.1178878,3,487.3057438,252.9637304,511.1438545,Real Estate,0.532546812,Short-term,Medium,True,True,True,728,105893.3359,0,1
1324,156,50,M,Lawyer,939.3517388,3,428.5422713,35.06052639,438.7276188,Stocks,0.48560309,Long-term,Medium,False,True,True,632,106119.3747,0,1
1325,2533,43,F,Clerk,273.5919497,15,272.7320383,456.0897505,206.6178936,Stocks,0.151669509,Short-term,High,False,False,True,844,32304.47463,2,2
1326,3440,36,F,Teacher,1013.750682,3,267.7204633,130.5914993,131.2819397,Bonds,0.389346713,Long-term,Low,True,True,True,491,40163.58722,1,0
1327,1042,31,F,Teacher,196.5375608,11,367.6132016,261.4781264,168.2616067,Mutual Funds,0.237022881,Long-term,Low,True,False,True,603,36285.1533,1,0
1328,3795,43,F,Clerk,884.717738,5,243.4061582,199.2488317,209.9718908,Bonds,0.27780689,Short-term,Low,False,True,True,588,48415.78596,1,0
1329,2566,39,M,Teacher,221.3827688,15,366.1071064,465.4312449,269.6488362,Stocks,0.269025394,Short-term,Medium,True,True,True,744,46231.50895,1,0
1330,3960,33,F,Clerk,977.3826939,2,294.8573683,184.8254722,188.9555501,Mutual Funds,0.503769765,Long-term,High,True,True,False,578,42481.84159,1,0
1331,1161,25,F,Clerk,343.0020539,10,262.0186777,223.5187103,299.399843,Bonds,0.21329898,Short-term,Low,True,False,True,570,30783.80516,2,2
1332,3798,26,F,Clerk,1054.10341,5,261.6528586,189.1324514,179.8287315,Mutual Funds,0.455614389,Long-term,Low,False,True,False,577,42804.12617,1,0
