,Age,Gender,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,Invest_class
807,40,1,0.407167568,1,0.0,0,0,1,669,40219.4017,1,0,0,0,1
808,41,1,0.109014597,0,0.5,0,0,0,754,46127.89208,0,0,0,1,1
809,34,0,0.429453619,1,0.0,1,1,1,549,34916.10127,1,0,0,0,2
810,37,1,0.184034068,1,0.0,1,1,1,625,27035.83403,1,0,0,0,2
811,62,1,0.566674592,1,0.5,1,1,1,737,100723.299,0,0,0,1,0
812,52,0,0.407055101,1,1.0,1,0,1,786,95165.9102,0,0,1,0,0
813,37,1,0.106320892,0,0.5,0,1,1,680,45452.94524,0,0,1,0,1
814,36,1,0.222361764,0,0.5,0,0,0,726,39055.32807,0,0,0,1,1
815,28,1,0.365824841,1,0.0,0,0,1,537,45105.92069,1,0,0,0,1
816,30,0,0.173158751,1,1.0,0,0,0,730,47342.39902,0,0,0,1,1
817,31,1,0.21822087,1,0.5,1,1,0,601,33379.76296,0,1,0,0,2
818,37,1,0.558434623,1,0.0,1,1,1,556,47127.13512,0,1,0,0,1
819,41,0,0.303344138,1,0.0,0,0,1,586,47054.20854,1,0,0,0,1
820,28,0,0.381504253,0,0.0,1,0,1,598,27048.56656,0,1,0,0,2
821,63,0,0.506790604,1,0.5,1,1,1,691,93582.9563,0,0,1,0,0
822,62,1,0.45935227,1,1.0,1,1,1,708,97544.73958,0,0,1,0,0
823,30,0,0.169167966,1,0.0,1,1,0,560,28760.71341,0,1,0,0,2
824,44,0,0.399344489,1,0.0,0,1,0,513,32097.45735,1,0,0,0,2
825,36,0,0.437696388,1,0.0,1,1,1,568,41879.73961,1,0,0,0,1
826,33,1,0.21317253,1,1.0,1,0,1,622,22754.89701,0,1,0,0,2
827,37,1,0.374102504,1,0.5,1,0,1,505,35401.38171,1,0,0,0,2
828,61,0,0.500582259,1,0.5,1,0,0,638,99380.25604,0,0,1,0,0
829,32,0,0.210505836,1,0.0,1,1,1,668,34267.53835,0,1,0,0,2
830,56,0,0.529774542,1,0.5,1,1,1,756,100511.9108,0,0,0,1,0
831,38,1,0.359425677,1,0.0,0,0,1,550,33563.3264,0,1,0,0,2
832,30,1,0.182678922,1,0.0,1,1,1,576,25045.45722,1,0,0,0,2
833,34,1,0.101411343,1,0.5,1,1,0,747,36063.858,0,0,0,1,2
834,37,0,0.423824538,1,0.5,0,1,1,568,37060.52903,0,1,0,0,1
835,54,1,0.532020131,1,1.0,1,1,1,650,93930.50409,0,0,1,0,0
836,64,0,0.476882747,1,0.5,0,1,1,660,97465.68787,0,0,0,1,0
837,36,0,0.184366727,0,1.0,0,0,0,710,39565.11939,0,0,0,1,1
838,32,1,0.234464954,1,0.0,1,1,1,652,28402.65094,0,1,0,0,2
839,37,1,0.449072321,1,0.0,0,0,1,620,40341.52523,1,0,0,0,1
840,39,0,0.207732035,0,1.0,0,0,0,724,28931.83002,0,0,0,1,2
841,62,1,0.578405322,1,0.5,1,1,1,770,99248.56321,0,0,0,1,0
842,37,0,0.239038909,0,1.0,0,0,0,706,44823.36682,0,0,1,0,1
843,33,1,0.37525413,1,1.0,0,0,0,530,36600.02973,0,1,0,0,1
844,25,1,0.229936463,1,0.0,1,0,1,560,24785.9003,0,1,0,0,2
845,66,1,0.447149167,1,0.5,1,0,1,672,102416.874,0,0,1,0,0
846,26,1,0.187319128,1,1.0,0,1,0,779,40485.44943,0,0,1,0,1
847,39,1,0.240151462,0,0.0,0,0,0,754,36702.71067,0,0,1,0,1
848,60,0,0.495096385,1,0.5,1,1,1,726,95423.52857,0,0,0,1,0
849,34,1,0.398759221,1,0.0,1,1,1,471,45846.08734,1,0,0,0,1
850,61,0,0.531626036,1,1.0,0,1,1,658,104771.221,0,0,1,0,0
851,56,0,0.517844494,0,0.5,0,1,1,729,94471.49636,0,0,0,1,0
852,31,1,0.066276938,0,0.5,0,1,0,712,45592.55564,0,0,1,0,1
853,56,0,0.521877144,1,0.5,1,0,1,751,104295.1247,0,0,0,1,0
854,60,0,0.459080466,1,0.5,1,1,1,603,99708.21001,0,0,1,0,0
855,33,0,0.154204988,0,0.5,0,0,0,770,33872.88605,0,0,1,0,2
856,42,0,0.480197438,1,0.0,1,0,1,533,42886.47403,1,0,0,0,1
857,41,0,0.173364052,1,1.0,1,0,0,689,25204.52746,0,0,0,1,2
858,57,0,0.603588542,0,0.5,1,1,1,793,111069.8337,0,0,0,1,0
859,62,1,0.509214297,1,0.5,1,1,1,721,105082.8216,0,0,0,1,0
860,33,0,0.35540206,1,0.0,1,0,1,556,42211.01578,1,0,0,0,1
861,55,1,0.496953562,1,0.0,1,1,1,763,101132.1615,0,0,1,0,0
862,34,1,0.197818973,0,1.0,0,0,0,789,33067.23349,0,0,1,0,2
863,31,0,0.136547507,0,0.5,0,1,0,789,36789.98119,0,0,1,0,1
864,69,0,0.462905201,0,0.5,1,1,1,766,100620.743,0,0,0,1,0
865,65,0,0.491933561,1,1.0,1,0,1,710,103033.482,0,0,1,0,0
866,38,1,0.483663992,1,0.0,1,0,1,501,37053.31628,1,0,0,0,1
867,28,1,0.249097275,0,1.0,0,1,0,689,32047.4103,0,0,1,0,2
868,34,1,0.402078209,0,0.5,1,0,1,583,30252.5148,1,0,0,0,2
869,57,0,0.483063549,1,0.5,1,0,0,735,106197.8895,0,0,1,0,0
870,28,1,0.333520214,1,0.0,0,0,0,538,43633.55299,1,0,0,0,1
871,29,1,0.213400556,0,0.0,1,1,1,658,28017.9822,0,1,0,0,2
872,61,1,0.491231425,0,1.0,0,1,0,704,95931.37231,0,0,0,1,0
873,38,0,0.427361476,1,0.0,0,0,1,532,41563.91623,1,0,0,0,1
874,53,0,0.482021214,1,0.5,1,1,0,720,99816.38208,0,0,0,1,0
875,35,0,0.209957646,1,0.0,0,1,0,758,48799.99634,0,0,0,1,1
876,38,0,0.191777184,0,1.0,0,1,0,788,30729.18069,0,0,1,0,2
877,58,1,0.483260192,0,0.5,1,1,1,626,101470.5264,0,0,0,1,0
878,66,0,0.552779836,1,0.5,1,1,1,676,93873.58949,0,0,0,1,0
879,29,0,0.23565026,0,1.0,1,1,0,778,36561.91046,0,0,1,0,1
880,39,1,0.387075611,1,0.0,0,0,1,553,37034.29572,1,0,0,0,1
881,37,1,0.406002193,1,0.5,1,1,1,443,44365.86276,1,0,0,0,1
882,62,0,0.496055618,1,1.0,1,1,1,693,101143.8122,0,0,0,1,0
883,32,1,0.227766368,0,0.5,0,0,0,657,37109.94557,0,0,1,0,1
884,28,0,0.152619197,0,0.0,1,0,1,627,27152.35439,0,1,0,0,2
885,34,1,0.239993804,0,1.0,1,1,1,621,41793.94414,1,0,0,0,1
886,30,0,0.227127079,0,1.0,1,1,0,722,47277.70372,0,0,0,1,1
887,35,0,0.154396784,0,1.0,1,1,0,749,37704.38357,0,0,1,0,1
888,35,1,0.403092904,1,0.0,0,0,1,491,34057.59191,1,0,0,0,2
889,33,1,0.321591208,1,0.5,1,0,1,562,39862.61811,1,0,0,0,1
890,44,0,0.260107217,0,1.0,0,1,0,881,40673.94728,0,0,1,0,1
891,43,1,0.165642921,0,1.0,1,1,0,689,41883.36642,0,0,0,1,1
892,36,0,0.379771897,1,0.0,1,1,0,587,39572.05086,0,1,0,0,1
893,31,0,0.380572671,1,0.0,1,0,1,559,37553.99554,0,1,0,0,1
894,31,1,0.191666776,1,0.0,0,1,1,570,28945.64514,1,0,0,0,2
895,26,0,0.134051023,1,1.0,1,0,1,668,20361.45282,0,1,0,0,2
896,53,0,0.516511713,0,0.5,1,0,0,699,96964.06846,0,0,1,0,0
897,62,1,0.468165165,0,0.5,1,0,1,707,96056.85481,0,0,1,0,0
898,35,0,0.35767115,1,0.0,0,0,1,542,40740.06641,0,1,0,0,1
899,29,0,0.209458412,1,0.0,1,1,1,568,21354.24806,1,0,0,0,2
900,63,0,0.441268883,1,0.5,1,0,1,708,109700.3811,0,0,1,0,0
901,34,0,0.276354867,1,0.0,1,1,1,555,27609.35161,1,0,0,0,2
902,22,0,0.203590154,1,0.0,1,0,1,627,30582.72565,1,0,0,0,2
903,52,0,0.608667432,1,0.5,1,1,1,770,94760.20385,0,0,1,0,0
904,29,1,0.2051697,0,0.0,1,1,0,701,36030.57077,0,0,1,0,2
905,33,0,0.16072713,0,0.5,0,1,0,773,42887.40193,0,0,0,1,1
906,21,0,0.397278653,1,0.0,0,1,1,524,33702.68181,0,1,0,0,2
907,28,0,0.386543682,1,0.0,1,1,1,658,36515.10749,1,0,0,0,1
908,54,0,0.607792008,0,0.5,0,1,1,651,97246.66493,0,0,1,0,0
909,37,0,0.170470589,0,1.0,0,0,0,763,50043.42425,0,0,0,1,1
910,38,1,0.26805951,0,0.5,0,1,0,689,40688.28237,0,0,0,1,1
911,54,0,0.50654514,1,0.5,1,1,1,732,104213.2572,0,0,1,0,0
912,55,0,0.457101912,0,0.5,1,0,1,687,98266.6008,0,0,0,1,0
913,52,0,0.514178762,1,0.5,1,1,1,778,96778.00115,0,0,1,0,0
914,38,0,0.342867611,1,1.0,0,0,1,626,34719.51024,1,0,0,0,2
915,28,0,0.481299801,1,0.0,0,1,1,551,44398.83999,0,1,0,0,1
916,47,1,0.184313028,0,1.0,0,1,1,750,35769.39635,0,0,1,0,2
917,25,1,0.25605979,1,1.0,1,0,1,567,17309.47705,1,0,0,0,2
918,31,1,0.228659647,1,0.0,0,1,1,650,26401.66181,0,1,0,0,2
919,28,1,0.233066682,1,0.0,1,0,1,518,41133.33825,0,1,0,0,1
920,34,0,0.121953247,0,1.0,0,0,0,797,34703.29634,0,0,1,0,2
921,27,1,0.172531124,1,0.5,1,1,1,530,27698.26356,0,1,0,0,2
922,24,0,0.182897901,1,0.5,1,0,1,661,31098.75786,1,0,0,0,2
923,29,1,0.234381538,0,0.0,1,1,1,651,18478.41036,0,1,0,0,2
924,29,1,0.216003623,1,0.0,0,0,1,664,23787.95357,0,1,0,0,2
925,36,1,0.215433316,1,1.0,1,0,0,807,36245.76845,0,0,0,1,1
926,63,1,0.423909467,1,0.5,1,1,0,690,102004.6889,0,0,1,0,0
927,70,1,0.546547973,1,0.5,0,1,1,827,100604.4482,0,0,0,1,0
928,30,1,0.419308318,1,0.0,1,1,1,577,39087.21928,1,0,0,0,1
929,59,0,0.518596883,1,0.5,1,1,1,726,104063.5111,0,0,0,1,0
930,35,0,0.371386775,1,0.0,1,0,1,602,45763.16725,1,0,0,0,1
931,53,0,0.400526265,1,1.0,1,0,1,659,97052.9226,0,0,1,0,0
932,27,1,0.160677545,0,0.0,1,0,1,622,30838.12445,1,0,0,0,2
933,44,1,0.355440232,0,0.0,0,1,1,473,43377.56474,0,1,0,0,1
934,32,0,0.189180865,1,0.5,1,0,1,620,35541.39877,0,1,0,0,2
935,37,1,0.226717314,1,1.0,1,0,0,850,28540.22662,0,0,1,0,2
936,28,0,0.246574529,1,0.5,1,0,1,575,26482.42017,1,0,0,0,2
937,63,1,0.641144778,1,0.5,1,1,1,618,94861.51333,0,0,1,0,0
938,37,0,0.153325887,0,1.0,0,0,0,731,40989.48479,0,0,0,1,1
939,56,0,0.513481566,0,0.5,1,1,1,709,101297.2333,0,0,1,0,0
940,34,0,0.187533331,1,0.5,0,0,0,752,37483.70905,0,0,1,0,1
941,30,0,0.114790918,0,1.0,0,0,1,759,43506.23474,0,0,1,0,1
942,47,0,0.230140808,0,0.5,0,1,1,730,34112.88782,0,0,0,1,2
943,25,1,0.215083438,1,0.0,1,1,1,656,39473.91515,1,0,0,0,1
944,37,1,0.216280364,1,0.0,1,0,1,614,29442.80862,0,1,0,0,2
945,61,1,0.573933076,1,1.0,1,1,1,661,102239.067,0,0,1,0,0
946,37,1,0.433389435,1,0.0,0,1,1,518,37590.9793,1,0,0,0,1
947,26,0,0.218006593,0,0.0,0,0,1,782,49405.73897,0,0,0,1,1
948,29,1,0.420170572,1,0.0,0,1,1,542,38481.03657,0,1,0,0,1
949,40,0,0.203479746,0,0.0,0,1,0,588,26904.8966,1,0,0,0,2
950,40,1,0.226589545,1,0.0,1,0,1,523,40119.78507,0,1,0,0,1
951,62,1,0.57971128,1,0.0,0,1,1,753,97308.64424,0,0,0,1,0
952,46,1,0.227068217,0,0.5,1,0,0,852,36042.65808,0,0,1,0,2
953,30,1,0.098137587,1,0.0,1,1,1,572,26069.2885,1,0,0,0,2
954,26,1,0.225931563,1,0.0,0,1,1,576,33677.6715,0,1,0,0,2
955,38,1,0.255570833,0,1.0,0,0,0,770,33151.60702,0,0,0,1,2
956,46,0,0.378067206,1,0.5,0,1,1,567,48695.38965,0,1,0,0,1
957,17,0,0.392586228,1,0.0,0,1,1,503,39102.60329,0,1,0,0,1
958,34,0,0.446812737,1,0.0,1,1,1,565,45016.72208,1,0,0,0,1
959,56,0,0.54646605,0,0.5,1,1,1,739,98762.2485,0,0,0,1,0
960,60,1,0.620096666,1,0.5,1,1,1,686,99704.25611,0,0,0,1,0
961,19,0,0.20104163,0,1.0,0,1,0,768,42065.944,0,0,0,1,1
962,36,0,0.212099787,0,1.0,1,1,1,706,36787.65099,0,0,1,0,1
963,63,1,0.396922226,1,0.0,1,1,1,667,98873.04293,0,0,0,1,0
964,64,0,0.495982794,1,0.0,1,1,0,747,99553.82941,0,0,1,0,0
965,36,0,0.131929288,0,1.0,0,1,1,831,37474.33757,0,0,1,0,1
966,30,1,0.309726417,0,0.0,1,1,0,590,34488.57154,1,0,0,0,2
967,59,0,0.401746277,0,0.5,1,1,1,729,105693.9615,0,0,0,1,0
968,25,0,0.439942251,1,0.0,0,1,1,517,38009.4319,1,0,0,0,1
969,36,1,0.2131185,1,0.0,1,1,1,614,24935.35011,1,0,0,0,2
970,32,0,0.246503938,0,0.5,1,1,0,658,41286.06271,0,0,0,1,1
971,37,0,0.224564044,0,0.5,0,1,1,715,41623.09916,0,0,1,0,1
972,34,0,0.247358936,0,0.0,0,0,0,746,43538.72233,0,0,1,0,1
973,35,0,0.260748113,0,0.0,0,1,0,710,33717.26788,0,0,1,0,2
974,32,1,0.228753973,1,1.0,0,1,0,791,42819.05666,0,0,0,1,1
975,38,1,0.350914737,1,0.0,0,0,1,549,37888.93429,0,1,0,0,1
976,27,1,0.244174038,1,0.0,0,0,1,644,26825.06925,0,1,0,0,2
977,29,1,0.179695082,0,1.0,0,0,1,783,38520.61329,0,0,1,0,1
978,28,1,0.184987632,0,1.0,1,0,1,619,33548.36646,0,1,0,0,2
979,30,0,0.177787585,0,0.0,1,0,1,559,31148.70857,1,0,0,0,2
980,26,1,0.354125488,1,0.0,1,1,0,459,33123.77605,0,1,0,0,2
981,35,0,0.193082671,0,1.0,0,1,0,752,34527.88087,0,0,1,0,2
982,27,0,0.45862696,1,0.5,0,1,1,586,32733.76431,1,0,0,0,2
983,31,1,0.189200707,0,1.0,0,0,0,715,40087.28241,0,0,0,1,1
984,31,0,0.523736641,1,0.0,0,0,1,657,42371.45159,0,1,0,0,1
985,28,1,0.227656042,0,0.5,1,0,1,599,29158.04367,0,1,0,0,2
986,41,1,0.223529304,0,1.0,0,0,0,826,39445.64856,0,0,1,0,1
987,30,1,0.175209378,1,0.5,1,1,1,618,35854.71323,1,0,0,0,2
988,66,0,0.490529342,1,0.5,1,1,0,699,99441.14188,0,0,0,1,0
989,34,0,0.175396232,0,0.0,1,1,1,544,31627.13566,0,1,0,0,2
990,56,0,0.535328449,0,0.5,0,0,0,704,103803.9061,0,0,1,0,0
991,31,1,0.375426349,1,0.0,1,0,1,591,49546.55155,1,0,0,0,1
992,27,0,0.313438441,0,1.0,0,0,0,806,39122.97055,0,0,0,1,1
993,32,1,0.367504286,1,0.0,1,1,1,586,46975.26043,1,0,0,0,1
994,27,0,0.174187569,1,0.5,1,1,1,549,27273.55324,1,0,0,0,2
995,41,0,0.125579046,1,0.5,1,1,1,557,33182.21013,1,0,0,0,2
996,28,1,0.200544516,0,1.0,0,1,0,724,33552.0673,0,0,0,1,2
997,38,1,0.461196018,0,0.5,1,1,1,667,50488.69706,0,1,0,0,1
998,69,0,0.510724604,1,0.0,1,1,1,621,98184.9711,0,0,1,0,0
999,29,0,0.352438173,0,0.5,1,1,1,591,37904.16764,0,1,0,0,1
1000,55,0,0.500603996,1,1.0,1,1,0,699,106592.0766,0,0,0,1,0
1001,41,0,0.159519909,1,0.5,1,1,1,607,21261.26648,0,1,0,0,2
1002,30,0,0.148550165,1,0.0,1,1,1,668,32928.92631,1,0,0,0,2
1003,35,1,0.226197562,0,1.0,0,0,0,783,42083.43924,0,0,1,0,1
1004,39,0,0.236790391,0,1.0,0,1,0,737,39536.8261,0,0,1,0,1
1005,62,0,0.487342413,1,0.5,1,1,1,704,98745.12457,0,0,0,1,0
1006,32,1,0.364886491,1,0.0,0,1,1,666,36560.00162,0,1,0,0,1
1007,57,0,0.522236687,1,0.5,1,0,1,659,106694.7717,0,0,1,0,0
1008,31,0,0.288201385,0,1.0,1,0,0,808,36823.13468,0,0,0,1,1
1009,30,0,0.189489337,0,1.0,0,0,0,834,38669.41142,0,0,0,1,1
1010,75,1,0.53932421,1,0.5,1,1,1,710,109620.4015,0,0,0,1,0
1011,27,1,0.170921105,1,0.0,1,0,1,644,32842.83262,1,0,0,0,2
1012,59,0,0.544547418,0,0.5,0,0,1,669,98764.19218,0,0,1,0,0
1013,36,0,0.174887009,0,1.0,1,1,0,729,43014.51722,0,0,0,1,1
1014,35,0,0.194027575,0,1.0,1,0,1,769,42709.82784,0,0,1,0,1
1015,25,0,0.461668896,1,0.0,1,0,0,534,39543.78162,0,1,0,0,1
1016,62,0,0.55775712,1,0.5,1,0,1,651,95559.2805,0,0,0,1,0
1017,57,0,0.510194731,1,0.5,1,1,1,641,101554.4368,0,0,1,0,0
1018,30,1,0.36330249,1,0.0,0,1,0,550,41235.73952,1,0,0,0,1
1019,22,1,0.201842256,1,0.5,1,1,1,663,25731.81638,0,1,0,0,2
1020,37,0,0.20862502,0,1.0,0,1,0,792,39524.52945,0,0,1,0,1
1021,56,1,0.455065337,0,0.5,1,0,1,704,106779.5449,0,0,1,0,0
1022,32,0,0.141805123,0,1.0,0,0,0,694,33679.54531,0,0,1,0,2
1023,51,1,0.511978006,1,0.5,1,1,1,731,95247.76326,0,0,1,0,0
1024,34,0,0.44883999,1,0.0,0,0,1,455,44932.09189,0,1,0,0,1
1025,31,1,0.157936802,0,0.0,1,0,1,563,25265.26575,0,1,0,0,2
1026,38,1,0.210681142,0,0.0,1,0,0,730,33240.2249,0,0,0,1,2
1027,62,0,0.531133336,1,1.0,0,1,1,672,97643.17775,0,0,1,0,0
1028,61,0,0.544319197,1,0.5,1,0,1,727,98457.17171,0,0,1,0,0
1029,32,1,0.172736843,0,0.0,1,1,0,589,20361.07006,0,1,0,0,2
1030,34,1,0.143405915,0,0.5,0,1,0,801,38288.84491,0,0,0,1,1
1031,37,1,0.294744864,1,0.0,1,1,1,603,40680.44132,1,0,0,0,1
1032,38,1,0.432466791,1,0.5,1,0,1,617,54606.5339,0,1,0,0,1
1033,34,1,0.279167978,1,0.5,1,1,1,600,21662.645,0,1,0,0,2
1034,64,1,0.437009015,1,0.5,0,1,1,699,101658.8646,0,0,0,1,0
1035,57,1,0.47525217,1,0.0,0,1,1,722,98386.70581,0,0,1,0,0
1036,65,0,0.451284907,1,0.0,1,1,1,681,105503.772,0,0,0,1,0
1037,31,1,0.337569306,1,0.0,0,1,1,610,40163.85604,1,0,0,0,1
1038,42,0,0.205373817,0,1.0,0,0,0,763,39636.18267,0,0,1,0,1
1039,30,1,0.294094529,0,0.0,1,0,1,676,29821.37635,1,0,0,0,2
1040,35,0,0.231900179,1,0.5,0,1,0,676,33499.73554,0,0,0,1,2
1041,37,1,0.416325641,1,0.5,1,1,1,568,45569.34297,0,1,0,0,1
1042,35,0,0.383452069,1,0.0,1,0,0,580,35203.44019,0,1,0,0,2
1043,36,1,0.432050412,1,0.0,1,1,1,532,35700.12237,0,1,0,0,2
1044,58,0,0.571982383,1,0.5,1,1,1,694,99713.13528,0,0,0,1,0
1045,63,1,0.408449071,1,0.5,1,0,1,779,98801.39999,0,0,0,1,0
1046,32,1,0.192235713,0,1.0,0,0,0,772,48471.56204,0,0,0,1,1
1047,43,0,0.407807327,1,0.0,1,0,0,554,40111.08669,1,0,0,0,1
1048,34,0,0.494464888,0,0.0,0,1,1,607,45963.47936,0,1,0,0,1
1049,48,1,0.53476416,0,0.5,1,1,1,707,101987.5946,0,0,1,0,0
1050,38,1,0.147905853,0,1.0,0,1,1,772,43872.90651,0,0,0,1,1
1051,36,0,0.302563218,1,0.0,0,0,1,598,40686.69584,1,0,0,0,1
1052,30,1,0.389957307,1,0.0,1,0,1,545,43091.11993,0,1,0,0,1
1053,20,1,0.228374613,0,0.5,1,1,1,576,22808.66176,1,0,0,0,2
1054,64,1,0.520254275,1,0.5,0,1,1,667,102277.1112,0,0,0,1,0
1055,31,1,0.277722853,1,1.0,0,1,0,739,28643.37418,0,0,1,0,2
1056,60,0,0.505764867,0,0.5,1,1,1,716,98080.79038,0,0,1,0,0
1057,42,1,0.116389795,0,1.0,0,0,0,729,44255.6754,0,0,0,1,1
1058,28,1,0.215574866,1,0.5,1,0,1,536,30988.68781,0,1,0,0,2
1059,25,1,0.131462295,1,0.5,1,0,1,607,21332.29445,0,1,0,0,2
1060,43,0,0.187319473,0,1.0,0,0,0,751,28536.42566,0,0,0,1,2
1061,30,0,0.415647032,1,0.0,1,1,1,557,33193.50316,1,0,0,0,2
1062,42,1,0.159497409,0,1.0,0,1,0,721,32330.05387,0,0,1,0,2
1063,42,0,0.390117859,0,0.0,1,0,1,467,43984.71344,1,0,0,0,1
1064,57,0,0.491255513,1,1.0,1,1,1,674,100094.2329,0,0,1,0,0
1065,25,1,0.529445443,1,0.0,0,1,1,525,32510.96552,1,0,0,0,2
1066,26,1,0.405519143,1,0.5,1,1,1,517,37883.74465,0,1,0,0,1
1067,43,1,0.34726031,1,0.0,0,0,1,508,42757.06119,1,0,0,0,1
1068,28,0,0.205334728,0,0.5,0,0,0,796,35237.16312,0,0,0,1,2
1069,31,1,0.195658771,1,0.0,0,0,1,663,30399.44913,1,0,0,0,2
1070,27,0,0.124675966,1,0.0,0,0,0,792,39043.81416,0,0,1,0,1
1071,59,1,0.502384105,1,1.0,1,1,1,597,103802.8215,0,0,0,1,0
1072,30,1,0.349228336,1,0.0,0,0,0,523,37883.11757,0,1,0,0,1
1073,29,1,0.367057793,1,0.0,1,1,1,588,41212.51586,0,1,0,0,1
1074,58,1,0.4646688,1,0.5,0,1,1,728,91025.14615,0,0,0,1,0
1075,55,0,0.485113919,0,0.5,1,1,0,631,91752.65574,0,0,1,0,0
1076,24,0,0.181473107,1,0.0,1,0,1,632,40378.64148,1,0,0,0,1
1077,29,0,0.098209287,1,0.0,1,1,1,630,39787.78919,1,0,0,0,1
1078,39,1,0.203526502,0,0.5,0,0,0,852,44936.01373,0,0,0,1,1
1079,27,0,0.422029961,1,0.5,0,0,1,535,36797.47609,0,1,0,0,1
1080,34,1,0.236021109,0,0.5,1,1,1,619,38312.31057,0,1,0,0,1
1081,28,1,0.406168963,0,0.5,0,1,1,501,44616.72519,0,1,0,0,1
1082,28,1,0.179242055,1,1.0,1,1,1,523,31650.70253,1,0,0,0,2
1083,36,0,0.31473923,1,0.0,1,0,1,561,36043.55122,0,1,0,0,2
1084,32,0,0.204287925,0,1.0,0,0,0,670,36132.33229,0,0,0,1,2
1085,31,1,0.367955784,1,0.5,1,1,1,551,44320.52982,1,0,0,0,1
1086,35,0,0.208636346,0,0.5,0,0,0,784,41981.90471,0,0,1,0,1
1087,65,0,0.585842166,1,1.0,1,0,1,681,93255.39353,0,0,1,0,0
1088,31,1,0.369095564,1,0.0,1,1,1,557,43957.5368,1,0,0,0,1
1089,57,0,0.437196032,1,0.5,0,1,1,675,102205.7733,0,0,0,1,0
1090,35,0,0.328924772,0,0.5,0,0,1,522,34992.7877,0,1,0,0,2
1091,66,1,0.498909579,1,0.5,0,1,1,640,107282.8885,0,0,1,0,0
1092,34,0,0.239211102,0,1.0,0,0,1,696,40639.29155,0,0,1,0,1
1093,31,0,0.205354599,1,0.0,0,1,1,664,32219.87903,0,1,0,0,2
1094,28,0,0.359920068,1,1.0,1,0,0,530,34030.05298,1,0,0,0,2
1095,63,0,0.47916852,1,1.0,1,1,1,696,101779.7993,0,0,0,1,0
1096,63,1,0.534427133,1,0.0,1,1,1,719,104401.1049,0,0,1,0,0
1097,63,0,0.593043966,1,0.5,1,1,0,713,89193.47134,0,0,1,0,0
1098,40,1,0.145885025,0,1.0,0,0,0,677,37099.97431,0,0,0,1,1
1099,56,0,0.546714328,1,0.5,1,1,1,674,97592.28981,0,0,0,1,0
1100,55,1,0.536789801,1,1.0,1,1,1,794,93522.82583,0,0,0,1,0
1101,60,0,0.411649432,1,0.5,1,1,0,715,100621.6782,0,0,0,1,0
1102,27,1,0.210106126,1,0.0,1,0,1,546,29471.63177,0,1,0,0,2
1103,32,0,0.155486074,1,1.0,0,1,1,607,37614.64818,1,0,0,0,1
1104,32,0,0.292627127,0,0.0,1,0,1,593,26278.17935,1,0,0,0,2
1105,30,0,0.273042844,1,0.0,1,1,1,546,25047.61079,1,0,0,0,2
1106,38,0,0.451723218,0,0.0,1,0,1,549,40610.20267,1,0,0,0,1
1107,40,1,0.220476485,1,0.0,1,1,1,571,23289.68141,0,1,0,0,2
1108,39,1,0.446866446,1,0.0,1,0,1,603,34259.6214,0,1,0,0,2
1109,58,1,0.43133327,1,0.5,1,1,1,790,107493.3624,0,0,1,0,0
1110,28,0,0.175827192,1,0.5,1,1,0,582,21966.43512,1,0,0,0,2
1111,35,1,0.145820472,0,1.0,1,1,0,715,43944.13071,0,0,1,0,1
1112,33,0,0.341477615,1,0.0,0,0,1,608,37386.47524,1,0,0,0,1
1113,28,1,0.372007362,1,0.0,1,1,1,542,42777.61322,1,0,0,0,1
1114,30,1,0.21194423,1,1.0,0,1,0,708,49093.48787,0,0,1,0,1
1115,67,1,0.468832459,1,0.5,1,1,1,604,110210.392,0,0,1,0,0
1116,29,0,0.394852655,1,0.0,0,0,1,524,43156.4509,0,1,0,0,1
1117,38,1,0.176272881,0,1.0,0,1,0,770,44030.59013,0,0,1,0,1
1118,51,0,0.418593075,0,0.5,1,1,1,723,95305.49007,0,0,0,1,0
1119,25,1,0.222897727,1,0.0,1,1,0,614,27728.44693,1,0,0,0,2
1120,21,1,0.228693185,0,1.0,1,0,1,612,33279.01383,0,1,0,0,2
1121,33,0,0.311313,0,0.0,0,1,1,527,42208.45066,1,0,0,0,1
1122,63,0,0.548322602,0,0.5,1,1,1,647,100495.5524,0,0,1,0,0
1123,36,1,0.116518527,0,1.0,0,0,0,783,29647.52304,0,0,1,0,2
1124,28,1,0.171793938,1,0.0,1,1,0,577,15294.2699,0,1,0,0,2
1125,25,1,0.198905257,1,0.0,0,1,1,638,31256.78572,1,0,0,0,2
1126,64,0,0.591082163,1,0.5,0,0,1,661,102604.4978,0,0,0,1,0
1127,33,1,0.210392995,0,1.0,0,1,0,713,30556.00659,0,0,1,0,2
1128,25,0,0.165819268,0,0.0,1,0,1,642,33215.71474,1,0,0,0,2
1129,64,1,0.512882992,1,0.5,1,1,1,755,100059.8047,0,0,1,0,0
1130,61,0,0.515161139,0,0.5,1,1,0,609,99171.76839,0,0,0,1,0
1131,35,1,0.149860548,1,1.0,0,1,0,825,39825.23762,0,0,1,0,1
1132,58,0,0.499531688,1,0.5,1,1,1,762,94636.3844,0,0,0,1,0
1133,38,1,0.449624881,1,0.0,1,1,0,580,36704.46462,1,0,0,0,1
