,Age,Gender,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,TotalIncome,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,CreditScore,Spend_class
923,29,1,301.8775177,14,359.7778169,229.4586094,139.6349523,18478.41036,0,0,0,0,0,1,651,2
924,29,1,330.7508207,14,329.9530406,219.834863,126.7972384,23787.95357,1,0,0,0,0,0,664,2
925,36,1,271.4466869,16,229.8597802,544.6750278,161.982163,36245.76845,1,0,0,0,0,0,807,0
926,63,1,977.2391078,4,504.1699151,184.9804256,403.3506773,102004.6889,0,0,1,0,0,0,690,1
927,70,1,1054.829188,7,565.929179,181.2176891,398.0172298,100604.4482,0,1,0,0,0,0,827,1
928,30,1,1073.243747,5,232.4048314,230.1397877,286.501343,39087.21928,1,0,0,0,0,0,577,0
929,59,0,1058.410235,4,399.0045623,322.5329245,441.270838,104063.5111,0,1,0,0,0,0,726,1
930,35,0,948.5502151,2,316.7851031,156.2410331,235.9461034,45763.16725,0,0,0,0,1,0,602,0
931,53,0,1017.63388,2,417.2810107,185.9847079,426.3547822,97052.9226,0,0,1,0,0,0,659,1
932,27,1,359.1624259,13,223.0437388,151.4862017,252.762496,30838.12445,1,0,0,0,0,0,622,2
933,44,1,988.1675015,7,286.5783385,204.0763981,240.1095759,43377.56474,1,0,0,0,0,0,473,0
934,32,0,272.8079914,18,328.2209575,122.3140576,156.330863,35541.39877,1,0,0,0,0,0,620,2
935,37,1,267.3056757,17,216.1567634,489.7087592,170.6717308,28540.22662,0,0,0,0,0,1,850,2
936,28,0,304.2045721,15,308.4067613,227.0747674,87.60370434,26482.42017,0,0,0,0,1,0,575,2
937,63,1,994.3534493,2,507.8044562,222.4703187,441.5435835,94861.51333,0,0,1,0,0,0,618,1
938,37,0,407.5027498,18,251.2902355,451.892236,178.9898835,40989.48479,0,0,0,0,1,0,731,0
939,56,0,999.0348833,5,519.6003,215.6422774,397.0712823,101297.2333,0,1,0,0,0,0,709,1
940,34,0,339.8366634,14,295.2147699,621.528814,177.1785864,37483.70905,1,0,0,0,0,0,752,0
941,30,0,226.3023766,15,271.6798063,555.435303,169.8464901,43506.23474,0,0,0,0,1,0,759,0
942,47,0,301.1672243,16,171.8728769,491.4558187,144.5347356,34112.88782,1,0,0,0,0,0,730,2
943,25,1,376.5092504,16,302.5504952,329.1514886,193.4513842,39473.91515,1,0,0,0,0,0,656,0
944,37,1,290.6073383,16,301.1329969,158.7863362,141.9320175,29442.80862,0,0,0,0,1,0,614,2
945,61,1,1033.418637,6,439.3373472,163.0524045,454.9227692,102239.067,0,1,0,0,0,0,661,1
946,37,1,995.5011093,9,299.1025946,134.4124553,191.8097059,37590.9793,0,0,0,0,0,1,518,0
947,26,0,180.7291588,19,293.0735702,492.3728639,174.8135002,49405.73897,1,0,0,0,0,0,782,0
948,29,1,1063.356194,1,348.8503223,196.5367314,132.4415941,38481.03657,1,0,0,0,0,0,542,0
949,40,0,317.1454483,14,346.8508721,204.9413546,268.2500125,26904.8966,0,0,0,0,0,1,588,2
950,40,1,340.3783756,15,321.3282315,209.8226341,118.4245413,40119.78507,1,0,0,0,0,0,523,0
951,62,1,999.860472,2,455.2447147,180.7887343,422.3251284,97308.64424,0,0,1,0,0,0,753,1
952,46,1,305.4092081,13,203.5981887,597.3467833,147.2470924,36042.65808,0,0,0,0,0,1,852,2
953,30,1,274.8647011,12,246.5580903,279.809962,199.4853465,26069.2885,0,0,0,0,1,0,572,2
954,26,1,259.7997819,16,287.3351861,267.6041679,146.7015599,33677.6715,0,0,0,0,1,0,576,2
955,38,1,275.2357698,15,341.629871,449.7531165,223.0988093,33151.60702,0,0,0,0,1,0,770,2
956,46,0,1056.240889,5,240.2629774,184.3730774,274.4439184,48695.38965,1,0,0,0,0,0,567,0
957,17,0,1001.651545,2,341.7353595,184.9848406,161.1834472,39102.60329,0,0,0,0,0,1,503,0
958,34,0,916.8581044,8,312.033919,72.19791769,194.4975354,45016.72208,0,0,0,0,0,1,565,0
959,56,0,998.4508961,3,477.3868687,181.6812783,427.5654702,98762.2485,0,0,0,1,0,0,739,1
960,60,1,994.9939305,2,472.5698349,169.2682784,357.46055,99704.25611,0,0,1,0,0,0,686,1
961,19,0,313.7519811,15,216.014615,501.1253388,197.8942783,42065.944,0,0,0,0,1,0,768,0
962,36,0,326.3816627,16,236.3246032,496.7625781,127.7680117,36787.65099,0,0,0,0,1,0,706,0
963,63,1,980.2264502,6,450.3266778,152.3365989,379.2656647,98873.04293,0,1,0,0,0,0,667,1
964,64,0,975.7697827,5,576.0361225,69.14184064,379.1559783,99553.82941,0,0,1,0,0,0,747,1
965,36,0,185.256727,17,281.6499818,599.5380833,127.9067827,37474.33757,0,0,0,0,0,1,831,0
966,30,1,187.8778229,15,382.2963496,163.256584,224.731852,34488.57154,0,0,0,0,0,1,590,2
967,59,0,978.0179004,6,468.5795517,269.2156637,377.4174895,105693.9615,0,0,0,1,0,0,729,1
968,25,0,970.8102838,5,250.3017549,143.2248508,228.9120223,38009.4319,1,0,0,0,0,0,517,0
969,36,1,316.5376161,15,359.083912,211.9711985,179.351573,24935.35011,0,0,0,0,0,1,614,2
970,32,0,292.4986137,15,273.5066105,458.8507035,236.3576926,41286.06271,0,0,0,0,0,1,658,0
971,37,0,255.6000587,14,317.0362634,491.4066381,228.5112934,41623.09916,0,0,0,0,1,0,715,0
972,34,0,358.663569,15,302.406706,536.6826255,207.0318883,43538.72233,0,0,0,0,0,1,746,0
973,35,0,348.3781811,15,305.4079584,539.6975004,229.0663517,33717.26788,0,0,0,0,0,1,710,2
974,32,1,224.9728882,16,366.4034915,381.6701778,140.792348,42819.05666,0,0,0,0,0,1,791,0
975,38,1,950.3786763,6,310.9072228,164.0612336,171.3292011,37888.93429,0,0,0,0,1,0,549,0
976,27,1,311.7717338,18,252.0536953,191.7316248,158.8958634,26825.06925,0,0,0,0,1,0,644,2
977,29,1,370.6900879,15,293.5768863,439.4804427,239.3202785,38520.61329,1,0,0,0,0,0,783,0
978,28,1,250.3770501,16,226.0943306,218.3799667,152.6853495,33548.36646,0,0,0,0,1,0,619,2
979,30,0,280.8696036,12,297.179283,230.4450543,124.3084585,31148.70857,0,0,0,0,0,1,559,2
980,26,1,986.3138564,4,383.6453373,230.9870819,133.3473375,33123.77605,0,0,0,0,1,0,459,2
981,35,0,342.0085874,15,254.6018014,459.8204534,124.0859685,34527.88087,0,0,0,0,0,1,752,2
982,27,0,960.1357103,6,278.0559431,186.1004538,251.931048,32733.76431,0,0,0,0,0,1,586,2
983,31,1,365.6590284,17,284.1579998,445.7055086,120.1351134,40087.28241,0,0,0,0,0,1,715,0
984,31,0,980.1660673,4,404.7147089,132.6434933,238.4845259,42371.45159,0,0,0,0,1,0,657,0
985,28,1,388.3849883,12,285.2041282,148.9515004,191.3559265,29158.04367,0,0,0,0,0,1,599,2
986,41,1,277.9677411,13,321.7629322,534.3755947,227.3654559,39445.64856,0,0,0,0,0,1,826,0
987,30,1,313.8809805,17,340.4210322,175.8666936,209.5545904,35854.71323,1,0,0,0,0,0,618,2
988,66,0,1040.41933,1,460.5337329,168.2767343,229.4789344,99441.14188,0,1,0,0,0,0,699,1
989,34,0,205.0791837,16,315.4238742,166.8009716,305.8900391,31627.13566,0,0,0,0,1,0,544,2
990,56,0,1038.171394,4,534.3367961,135.0318245,537.4788194,103803.9061,0,0,0,1,0,0,704,1
991,31,1,1016.042563,7,391.9678217,277.8124741,198.8572836,49546.55155,1,0,0,0,0,0,591,0
992,27,0,308.3340856,13,323.8640414,514.3497764,148.5714809,39122.97055,1,0,0,0,0,0,806,0
993,32,1,905.3803083,8,302.1773049,137.3848267,177.786175,46975.26043,0,0,0,0,1,0,586,0
994,27,0,286.9988896,13,334.1151959,147.0603183,237.6387453,27273.55324,1,0,0,0,0,0,549,2
995,41,0,365.1706123,17,292.8457215,210.4429862,249.291186,33182.21013,1,0,0,0,0,0,557,2
996,28,1,238.4777269,15,324.9105475,567.7351942,202.4561137,33552.0673,0,0,0,0,0,1,724,2
997,38,1,1048.765014,4,309.2885125,257.8766004,201.5473918,50488.69706,1,0,0,0,0,0,667,0
998,69,0,1017.894635,6,496.6798244,125.8114338,417.7708237,98184.9711,0,0,1,0,0,0,621,1
999,29,0,969.187963,6,270.4298536,186.0120852,195.3841623,37904.16764,0,0,0,0,0,1,591,0
1000,55,0,959.1647039,5,515.4594903,265.0310011,435.2389924,106592.0766,0,1,0,0,0,0,699,1
1001,41,0,338.8008561,11,170.0384255,149.4216216,247.673452,21261.26648,0,0,0,0,0,1,607,2
1002,30,0,391.4105298,16,365.3739812,160.9617111,290.8415336,32928.92631,1,0,0,0,0,0,668,2
1003,35,1,219.1446894,14,360.0616613,394.7053392,123.5156071,42083.43924,1,0,0,0,0,0,783,0
1004,39,0,319.6218525,14,304.2978298,564.5402802,203.5890232,39536.8261,0,0,0,0,1,0,737,0
1005,62,0,1050.98391,5,494.5241864,216.8095194,431.4318,98745.12457,0,1,0,0,0,0,704,1
1006,32,1,970.3562744,4,396.023889,262.1564341,158.9804517,36560.00162,0,0,0,0,0,1,666,0
1007,57,0,1032.746617,1,437.6713993,255.1693799,357.7059468,106694.7717,0,0,1,0,0,0,659,1
1008,31,0,304.2293655,16,257.8176298,439.503299,254.2845506,36823.13468,0,0,0,0,0,1,808,0
1009,30,0,252.1118219,11,339.8921022,523.5739094,171.7485232,38669.41142,0,0,0,0,0,1,834,0
1010,75,1,1041.982873,4,504.8661104,144.9067397,427.8457662,109620.4015,0,1,0,0,0,0,710,1
1011,27,1,237.7539802,15,278.5757042,184.0721992,196.5868535,32842.83262,0,0,0,0,1,0,644,2
1012,59,0,1009.579466,3,579.3633166,167.4537856,391.3813239,98764.19218,0,0,1,0,0,0,669,1
1013,36,0,343.3178954,18,240.8816761,502.3597832,192.447758,43014.51722,1,0,0,0,0,0,729,0
1014,35,0,279.8580253,16,315.8975652,404.0239896,149.6253537,42709.82784,0,0,0,0,1,0,769,0
1015,25,0,1091.867862,2,312.1319752,183.9293206,229.826681,39543.78162,0,0,0,0,0,1,534,0
1016,62,0,998.5594277,3,477.4433653,204.2047683,376.7329413,95559.2805,0,1,0,0,0,0,651,1
1017,57,0,976.3428832,3,459.3862466,293.9899333,372.7032543,101554.4368,0,1,0,0,0,0,641,1
1018,30,1,1053.92188,4,302.9261538,220.5927766,186.7748208,41235.73952,0,0,0,0,0,1,550,0
1019,22,1,366.9281986,17,340.389625,158.8178772,194.8125447,25731.81638,1,0,0,0,0,0,663,2
1020,37,0,277.3011608,14,362.2025077,467.935019,257.4163327,39524.52945,1,0,0,0,0,0,792,0
1021,56,1,1078.416479,5,449.1837914,203.3975926,374.4976685,106779.5449,0,1,0,0,0,0,704,1
1022,32,0,201.465619,12,242.817814,484.3647001,206.30045,33679.54531,1,0,0,0,0,0,694,2
1023,51,1,1020.874207,5,534.9591327,193.3399428,526.633537,95247.76326,0,0,0,1,0,0,731,1
1024,34,0,829.0946922,8,228.9210079,167.9849037,170.524029,44932.09189,0,0,0,0,0,1,455,0
1025,31,1,306.8729589,13,279.3733918,224.2795862,223.9889072,25265.26575,1,0,0,0,0,0,563,2
1026,38,1,256.5314067,12,264.2839749,446.6430087,178.8952701,33240.2249,0,0,0,0,0,1,730,2
1027,62,0,1087.191399,6,521.7372333,189.4407712,360.9235372,97643.17775,0,0,0,1,0,0,672,1
1028,61,0,1037.49359,6,471.3466254,219.1790437,422.4123542,98457.17171,0,1,0,0,0,0,727,1
1029,32,1,287.850856,16,216.2626546,210.0485036,224.5502883,20361.07006,1,0,0,0,0,0,589,2
1030,34,1,291.3495191,17,264.0575152,460.6339032,179.3968353,38288.84491,1,0,0,0,0,0,801,0
1031,37,1,972.3176499,6,347.2926572,84.55474551,226.421379,40680.44132,1,0,0,0,0,0,603,0
1032,38,1,1007.718739,6,332.085833,190.0529625,202.9896981,54606.5339,1,0,0,0,0,0,617,0
1033,34,1,278.7135548,17,298.5195447,216.0979751,234.1171884,21662.645,0,0,0,0,1,0,600,2
1034,64,1,1081.88802,6,534.2100446,189.4165433,441.4529109,101658.8646,0,0,1,0,0,0,699,1
1035,57,1,1094.18059,6,564.1822355,252.8891545,360.9077247,98386.70581,0,0,1,0,0,0,722,1
1036,65,0,1020.182015,0,525.334597,313.5338808,403.8231491,105503.772,0,0,1,0,0,0,681,1
1037,31,1,1053.893602,4,284.403563,119.6418141,219.3174801,40163.85604,0,0,0,0,0,1,610,0
1038,42,0,381.8409139,16,263.3918431,527.3076143,205.5942495,39636.18267,0,0,0,0,1,0,763,0
1039,30,1,204.7864819,13,391.2756765,262.5933451,173.1501168,29821.37635,1,0,0,0,0,0,676,2
1040,35,0,357.5036946,11,287.5448342,491.9811611,226.7721902,33499.73554,1,0,0,0,0,0,676,2
1041,37,1,920.995376,4,276.8941477,244.1413637,234.5389108,45569.34297,1,0,0,0,0,0,568,0
1042,35,0,1053.79582,1,305.3053238,177.8384046,227.3072004,35203.44019,0,0,0,0,1,0,580,2
1043,36,1,926.1750028,2,354.3881358,154.5546152,186.9721293,35700.12237,0,0,0,0,0,1,532,2
1044,58,0,1075.667946,8,506.9014423,221.0044214,416.0919626,99713.13528,0,0,1,0,0,0,694,1
1045,63,1,1004.172738,2,447.9460848,156.8295137,419.072721,98801.39999,0,0,0,1,0,0,779,1
1046,32,1,391.0867984,15,221.8842918,449.9938005,277.8394285,48471.56204,0,0,0,0,0,1,772,0
1047,43,0,991.6325183,4,366.6792717,93.97974517,193.4620401,40111.08669,1,0,0,0,0,0,554,0
1048,34,0,985.0590181,7,366.323361,226.6853588,73.26376724,45963.47936,0,0,0,0,0,1,607,0
1049,48,1,1003.82087,5,515.7043399,181.8967811,338.8313676,101987.5946,0,0,1,0,0,0,707,1
1050,38,1,268.0877852,18,264.3215952,491.4789788,106.8062869,43872.90651,0,0,0,0,0,1,772,0
1051,36,0,983.4279192,4,267.9128741,205.0047081,175.8870857,40686.69584,0,0,0,0,1,0,598,0
1052,30,1,959.1576649,6,338.7388318,273.5289861,152.6138806,43091.11993,0,0,0,0,0,1,545,0
1053,20,1,339.3697928,13,256.5210723,189.5401313,199.2234734,22808.66176,0,0,0,0,1,0,576,2
1054,64,1,1057.692741,3,461.7766179,270.4928629,374.4635479,102277.1112,0,0,0,1,0,0,667,1
1055,31,1,340.6532651,16,275.5770759,425.5222588,178.4257362,28643.37418,1,0,0,0,0,0,739,2
1056,60,0,952.4614538,6,512.3543184,215.5613871,415.1014085,98080.79038,0,0,1,0,0,0,716,1
1057,42,1,349.263061,15,217.7763552,653.323256,201.5913275,44255.6754,0,0,0,0,0,1,729,0
1058,28,1,280.8550901,9,431.3763802,304.6997055,213.783188,30988.68781,0,0,0,0,0,1,536,2
1059,25,1,297.6947085,16,300.2232982,195.981891,229.9154779,21332.29445,1,0,0,0,0,0,607,2
1060,43,0,319.4410068,15,296.0972962,407.2585644,159.6497757,28536.42566,0,0,0,0,1,0,751,2
1061,30,0,964.5045623,3,285.2929543,101.4738393,280.9139684,33193.50316,1,0,0,0,0,0,557,2
1062,42,1,282.895424,12,266.4667038,453.6953575,169.5011119,32330.05387,0,0,0,0,1,0,721,2
1063,42,0,1021.714489,3,324.477661,168.1762772,214.5213482,43984.71344,0,0,0,0,0,1,467,0
1064,57,0,997.5475965,3,539.7404921,220.459671,352.4529714,100094.2329,0,1,0,0,0,0,674,1
1065,25,1,974.8192068,3,345.469487,191.0682875,203.0503245,32510.96552,1,0,0,0,0,0,525,2
1066,26,1,1091.878669,3,198.0829535,201.5191118,186.9790738,37883.74465,1,0,0,0,0,0,517,0
1067,43,1,1002.931481,7,276.732698,108.5042148,301.8186067,42757.06119,0,0,0,0,1,0,508,0
1068,28,0,291.8910658,14,321.1061965,553.1989821,270.4805497,35237.16312,0,0,0,0,1,0,796,2
1069,31,1,310.4490193,14,280.7566163,181.3268465,199.6824778,30399.44913,1,0,0,0,0,0,663,2
1070,27,0,224.3881798,19,351.2910897,455.874492,214.245774,39043.81416,0,0,0,0,0,1,792,0
1071,59,1,1001.386206,2,498.5457266,226.8789194,434.8945132,103802.8215,0,0,0,1,0,0,597,1
1072,30,1,1063.094401,4,370.3029228,253.3231932,314.7751418,37883.11757,0,0,0,0,1,0,523,0
1073,29,1,1005.411219,7,324.3376067,271.6803557,269.4046112,41212.51586,0,0,0,0,1,0,588,0
1074,58,1,1001.976047,2,496.8235986,132.6511241,375.9733919,91025.14615,0,0,1,0,0,0,728,1
1075,55,0,1013.481384,7,492.4697746,196.7255954,383.2903461,91752.65574,0,1,0,0,0,0,631,1
1076,24,0,295.8476118,13,323.6377744,243.5221324,175.3646678,40378.64148,0,0,0,0,1,0,632,0
1077,29,0,271.2645383,14,240.9148754,166.2084859,243.0230685,39787.78919,0,0,0,0,0,1,630,0
1078,39,1,347.8439914,14,276.17292,441.9783516,269.5684583,44936.01373,0,0,0,0,1,0,852,0
1079,27,0,1025.032288,2,300.2404574,185.5419491,180.5624403,36797.47609,0,0,0,0,1,0,535,0
1080,34,1,329.5190658,15,231.6735854,263.9755321,192.1141574,38312.31057,0,0,0,0,1,0,619,0
1081,28,1,958.2256631,3,264.5946205,112.4980982,153.5886111,44616.72519,1,0,0,0,0,0,501,0
1082,28,1,242.1742214,16,327.5920747,314.2674414,215.1982662,31650.70253,0,0,0,0,0,1,523,2
1083,36,0,1003.610642,5,249.463086,91.82712241,314.1600815,36043.55122,0,0,0,0,0,1,561,2
1084,32,0,300.4555196,16,326.2149567,511.3796478,142.4033063,36132.33229,0,0,0,0,1,0,670,2
1085,31,1,909.4994195,4,379.595296,133.9842547,223.336064,44320.52982,0,0,0,0,1,0,551,0
1086,35,0,309.7894085,17,394.1595359,490.3967641,153.9078862,41981.90471,1,0,0,0,0,0,784,0
1087,65,0,1066.215314,2,569.2807045,163.9287091,523.8227353,93255.39353,0,0,0,1,0,0,681,1
1088,31,1,978.2691316,6,419.320572,278.0118757,238.4666811,43957.5368,0,0,0,0,1,0,557,0
1089,57,0,908.7725416,6,534.0190927,242.9804447,328.2109388,102205.7733,0,0,0,1,0,0,675,1
1090,35,0,1030.310303,3,337.8202965,254.357344,159.081397,34992.7877,0,0,0,0,0,1,522,2
1091,66,1,931.5475373,8,522.5481655,196.7563507,482.0631497,107282.8885,0,0,0,1,0,0,640,1
1092,34,0,309.3644134,11,318.6148626,550.5033249,130.2633054,40639.29155,1,0,0,0,0,0,696,0
1093,31,0,312.0039675,17,283.5965732,142.7159025,213.0748282,32219.87903,0,0,0,0,1,0,664,2
1094,28,0,996.0344241,1,256.5552121,240.6478799,261.0400472,34030.05298,0,0,0,0,1,0,530,2
1095,63,0,1053.594748,4,542.0164442,202.9028684,470.2436568,101779.7993,0,1,0,0,0,0,696,1
1096,63,1,1005.089245,5,537.9085177,182.888281,429.6094281,104401.1049,0,0,0,1,0,0,719,1
1097,63,0,998.3464396,4,586.1650009,285.0841821,342.0636128,89193.47134,0,0,1,0,0,0,713,1
1098,40,1,342.5610086,11,274.9600721,452.2835445,295.9145014,37099.97431,0,0,0,0,0,1,677,0
1099,56,0,1037.136418,2,524.8474915,266.6640092,437.5894725,97592.28981,0,0,0,1,0,0,674,1
1100,55,1,1031.400013,1,524.4417322,152.2133452,331.4983083,93522.82583,0,0,0,1,0,0,794,1
1101,60,0,1001.60397,5,471.9346473,216.1767414,344.9320118,100621.6782,0,1,0,0,0,0,715,1
1102,27,1,292.2953237,14,309.8272555,257.0551786,91.00464961,29471.63177,1,0,0,0,0,0,546,2
1103,32,0,246.4731554,17,281.4855959,251.8412202,251.5540495,37614.64818,0,0,0,0,0,1,607,0
1104,32,0,296.2346566,16,298.5985273,251.8458033,217.9660837,26278.17935,1,0,0,0,0,0,593,2
1105,30,0,322.2378703,13,289.4078078,274.441193,220.5237102,25047.61079,0,0,0,0,0,1,546,2
1106,38,0,1036.268211,2,225.1716986,295.4909784,125.8461685,40610.20267,0,0,0,0,0,1,549,0
1107,40,1,269.5634853,12,383.7945749,145.8043432,135.9440332,23289.68141,0,0,0,0,0,1,571,2
1108,39,1,1006.636568,2,403.5641541,63.10204328,148.565784,34259.6214,0,0,0,0,0,1,603,2
1109,58,1,1021.726851,4,397.4390649,147.1275494,422.9559233,107493.3624,0,0,0,1,0,0,790,1
1110,28,0,291.914356,15,329.4272422,258.0566494,134.3175458,21966.43512,0,0,0,0,1,0,582,2
1111,35,1,263.0639237,14,304.9609626,480.5504322,292.2835564,43944.13071,1,0,0,0,0,0,715,0
1112,33,0,998.0269624,4,282.0125805,209.8095399,184.0362023,37386.47524,1,0,0,0,0,0,608,0
1113,28,1,1038.896867,8,311.8938585,203.7837968,173.6294721,42777.61322,1,0,0,0,0,0,542,0
1114,30,1,286.8656189,12,270.6121748,477.5598011,220.7380958,49093.48787,0,0,0,0,1,0,708,0
1115,67,1,1022.750754,4,564.3585154,295.2594995,320.6087552,110210.392,0,1,0,0,0,0,604,1
1116,29,0,1029.492271,5,349.2786621,166.0923052,216.048627,43156.4509,1,0,0,0,0,0,524,0
1117,38,1,274.162554,15,294.0359311,433.6297383,92.18547472,44030.59013,0,0,0,0,0,1,770,0
1118,51,0,987.0416979,4,409.3149551,268.8386895,425.572334,95305.49007,0,0,0,1,0,0,723,1
1119,25,1,250.2132163,17,257.5874097,169.0903765,187.1668461,27728.44693,0,0,0,0,1,0,614,2
1120,21,1,307.8321879,16,383.767053,159.9973337,197.5750587,33279.01383,1,0,0,0,0,0,612,2
1121,33,0,921.1486391,6,268.5401912,130.4854256,175.7159554,42208.45066,0,0,0,0,1,0,527,0
1122,63,0,1094.507203,3,452.1350447,300.7738119,374.0084924,100495.5524,0,0,0,1,0,0,647,1
1123,36,1,268.341618,13,245.2612569,501.8502603,89.43511659,29647.52304,1,0,0,0,0,0,783,2
1124,28,1,416.6814365,15,389.7557481,210.811458,175.1947377,15294.2699,0,0,0,0,0,1,577,2
1125,25,1,313.3137847,17,335.522964,232.3508403,198.4931246,31256.78572,1,0,0,0,0,0,638,2
1126,64,0,946.6124822,3,526.2761245,140.5684397,426.9687115,102604.4978,0,0,1,0,0,0,661,1
1127,33,1,252.4801346,19,401.2997553,518.8545755,189.7117079,30556.00659,1,0,0,0,0,0,713,2
1128,25,0,264.0808277,9,310.9366934,265.4671831,126.6580345,33215.71474,0,0,0,0,0,1,642,2
1129,64,1,1004.360941,3,482.4442383,197.311444,291.7426964,100059.8047,0,1,0,0,0,0,755,1
1130,61,0,998.0446531,4,537.3856345,248.6993579,345.4541886,99171.76839,0,0,1,0,0,0,609,1
1131,35,1,243.4943265,18,352.2211155,539.2535052,264.8336572,39825.23762,0,0,0,0,0,1,825,0
1132,58,0,1076.905138,3,577.6039876,112.5523469,424.3054109,94636.3844,0,1,0,0,0,0,762,1
1133,38,1,1018.700182,3,295.1653552,237.8286952,199.220012,36704.46462,0,0,0,0,0,1,580,0
1134,57,1,1090.235996,4,488.6966161,181.6023176,384.0560946,115581.1967,0,0,1,0,0,0,722,1
1135,31,1,311.1679671,12,327.5518766,284.3691637,161.7001198,29691.82494,0,0,0,0,1,0,536,2
1136,33,0,266.1663882,16,317.46427,146.2861223,266.9107122,26232.66329,0,0,0,0,1,0,561,2
1137,20,1,291.5243891,12,282.0762453,98.96453498,187.2877004,23187.46401,0,0,0,0,0,1,586,2
1138,58,0,1036.611456,3,530.8310805,224.5202107,445.0103531,95175.40743,0,1,0,0,0,0,656,1
1139,58,0,1031.753595,4,486.9459034,235.7380988,372.9037562,95541.95631,0,0,0,1,0,0,635,1
1140,57,0,1045.508747,4,592.4375786,56.59319838,447.3316562,99286.39112,0,0,1,0,0,0,630,1
1141,40,0,967.6832909,3,262.8067931,187.5502753,220.1878434,41344.00716,0,0,0,0,0,1,502,0
1142,35,0,1004.765102,3,336.3230992,234.2095651,195.2104198,44938.1827,1,0,0,0,0,0,583,0
1143,73,0,1050.088528,3,423.549059,282.6263238,406.9710085,103696.2327,0,0,0,1,0,0,647,1
1144,36,0,300.6539761,13,314.8225466,479.7368159,204.1603066,37200.30802,0,0,0,0,1,0,717,0
1145,33,0,329.1310275,16,280.9165243,518.8231573,184.3667775,41446.73301,0,0,0,0,0,1,745,0
1146,66,0,934.7031971,8,415.9360196,260.6715729,350.3259112,98424.07023,0,1,0,0,0,0,665,1
1147,70,0,1037.597415,4,536.9883092,211.0057536,460.1951519,93855.59602,0,1,0,0,0,0,559,1
1148,32,0,232.810558,14,261.0943468,560.7113737,185.9790365,41856.04297,1,0,0,0,0,0,785,0
1149,52,0,963.7483627,7,619.1870567,203.3469999,229.6147655,102755.5291,0,0,1,0,0,0,756,1
1150,25,0,999.5816647,7,359.2839704,203.4345419,171.706228,37190.64165,0,0,0,0,1,0,618,0
1151,37,1,925.5175184,6,259.9117791,204.9618596,158.7230082,38139.4417,0,0,0,0,1,0,618,0
1152,29,1,997.263508,5,381.327814,223.9964152,139.9685176,40446.11316,1,0,0,0,0,0,551,0
1153,61,1,972.9469425,3,499.5124903,161.6229896,334.5721242,92998.38452,0,1,0,0,0,0,682,1
1154,70,0,1032.811033,5,540.5334913,182.9107687,398.164349,104185.1827,0,0,1,0,0,0,748,1
1155,34,0,343.7777995,12,179.3067482,159.7444094,193.5120683,35801.95542,0,0,0,0,0,1,639,2
1156,34,0,909.7519678,1,400.9398791,159.4005385,164.6671857,33864.7562,0,0,0,0,0,1,510,2
1157,38,0,1041.526131,2,330.6006978,200.1733667,232.6636713,41673.60045,0,0,0,0,0,1,539,0
1158,62,1,1026.699606,4,494.7058608,199.6365524,481.1319019,95803.17987,0,0,0,1,0,0,707,1
1159,61,1,977.8340722,3,446.8079666,104.9425422,543.7960025,106149.5802,0,0,1,0,0,0,700,1
1160,62,0,969.0341062,5,445.3127399,171.8731482,463.8692586,102037.9437,0,0,0,1,0,0,571,1
1161,35,0,1044.260969,9,317.5498686,252.785687,149.828776,48254.22756,0,0,0,0,1,0,570,0
1162,67,0,1060.283375,5,529.7885597,193.3181533,366.6551752,98692.16329,0,1,0,0,0,0,780,1
1163,23,1,269.3144206,13,357.1465143,300.8978707,244.1734495,32343.79908,1,0,0,0,0,0,561,2
1164,31,0,329.8967871,13,356.7432138,164.3655379,257.3279637,24961.28246,0,0,0,0,0,1,617,2
1165,30,1,298.8078805,12,371.8689268,536.6527268,194.6540738,37394.67364,1,0,0,0,0,0,766,0
1166,34,1,302.1032602,15,281.615035,109.5830548,211.7376717,22600.84343,0,0,0,0,0,1,560,2
1167,30,1,313.4671098,18,385.7918619,246.3634542,192.4008274,25911.7428,0,0,0,0,1,0,556,2
1168,62,1,1022.721223,6,458.4992149,61.78127748,436.0650384,102720.6773,0,1,0,0,0,0,662,1
1169,61,1,937.4779328,4,471.5498896,148.5819813,417.2128097,99799.41676,0,0,1,0,0,0,684,1
1170,57,1,1030.93222,6,561.3163423,228.9168625,342.5547282,88339.24064,0,0,1,0,0,0,708,1
1171,26,0,300.2189174,14,304.276819,505.6110052,173.4819592,34283.19892,0,0,0,0,1,0,706,2
1172,40,0,1012.347078,5,312.4026218,174.3936125,225.625052,47464.81249,0,0,0,0,1,0,553,0
1173,29,1,338.557019,19,339.4465882,432.9757478,151.1605278,43168.85845,0,0,0,0,1,0,697,0
1174,34,1,959.31533,3,330.1491602,274.7436024,176.7753073,37725.22408,1,0,0,0,0,0,473,0
1175,63,0,1004.747397,7,503.0551188,175.8156481,447.0205521,97685.31667,0,0,1,0,0,0,698,1
1176,63,0,939.3379492,5,530.5227967,187.7599445,442.8401647,95996.83949,0,0,0,1,0,0,876,1
1177,37,1,911.6178139,4,465.4532591,248.3945193,275.9793549,44758.36114,0,0,0,0,0,1,450,0
